fastmcp.apps.app.FastMCPApp	fastmcp.apps.approval.Approval	1	yes
fastmcp.apps.app.FastMCPApp	fastmcp.apps.choice.Choice	1	yes
fastmcp.apps.app.FastMCPApp	fastmcp.apps.file_upload.FileUpload	1	yes
fastmcp.apps.app.FastMCPApp	fastmcp.apps.form.FormInput	1	yes
fastmcp.apps.config.AppConfig	fastmcp.apps.config.PrefabAppConfig	1	yes
fastmcp.cli.deploy.authentication.DeviceAuthorizationError	fastmcp.cli.deploy.authentication.DeviceAuthorizationDeniedError	1	yes
fastmcp.cli.deploy.authentication.DeviceAuthorizationError	fastmcp.cli.deploy.authentication.DeviceAuthorizationExpiredError	1	yes
fastmcp.cli.deploy.horizon_client.HorizonError	fastmcp.cli.deploy.horizon_client.HorizonResponseError	1	yes
fastmcp.cli.deploy.horizon_client.HorizonError	fastmcp.cli.deploy.horizon_client.HorizonUnauthorizedError	1	yes
fastmcp.cli.deploy.horizon_client.HorizonError	fastmcp.cli.deploy.horizon_client.HorizonUnavailableError	1	yes
fastmcp.cli.deploy.horizon_client._ResponseModel	fastmcp.cli.deploy.horizon_client.DeviceAccessToken	1	yes
fastmcp.cli.deploy.horizon_client._ResponseModel	fastmcp.cli.deploy.horizon_client.DeviceAuthorization	1	yes
fastmcp.cli.deploy.horizon_client._ResponseModel	fastmcp.cli.deploy.horizon_client.HorizonOrganization	1	yes
fastmcp.cli.deploy.horizon_client._ResponseModel	fastmcp.cli.deploy.horizon_client.HorizonUser	1	yes
fastmcp.cli.deploy.horizon_client._ResponseModel	fastmcp.cli.deploy.horizon_client._CurrentUserResponse	1	no
fastmcp.cli.deploy.horizon_client._ResponseModel	fastmcp.cli.deploy.horizon_client._DeviceTokenErrorResponse	1	no
fastmcp.cli.deploy.horizon_client._ResponseModel	fastmcp.cli.deploy.horizon_client._OrganizationsResponse	1	no
fastmcp.cli.deploy.horizon_client._ResponseModel	fastmcp.cli.deploy.horizon_client._PaginationMeta	1	no
fastmcp.client.auth.oauth.OAuth	fastmcp.utilities.tests.HeadlessOAuth	1	yes
fastmcp.client.client.Client	fastmcp.server.providers.proxy.ProxyClient	1	yes
fastmcp.client.client.Client	fastmcp.server.providers.proxy.StatefulProxyClient	2	yes
fastmcp.client.mixins.prompts.ClientPromptsMixin	fastmcp.client.client.Client	1	yes
fastmcp.client.mixins.prompts.ClientPromptsMixin	fastmcp.server.providers.proxy.ProxyClient	2	yes
fastmcp.client.mixins.prompts.ClientPromptsMixin	fastmcp.server.providers.proxy.StatefulProxyClient	3	yes
fastmcp.client.mixins.resources.ClientResourcesMixin	fastmcp.client.client.Client	1	yes
fastmcp.client.mixins.resources.ClientResourcesMixin	fastmcp.server.providers.proxy.ProxyClient	2	yes
fastmcp.client.mixins.resources.ClientResourcesMixin	fastmcp.server.providers.proxy.StatefulProxyClient	3	yes
fastmcp.client.mixins.tools.ClientToolsMixin	fastmcp.client.client.Client	1	yes
fastmcp.client.mixins.tools.ClientToolsMixin	fastmcp.server.providers.proxy.ProxyClient	2	yes
fastmcp.client.mixins.tools.ClientToolsMixin	fastmcp.server.providers.proxy.StatefulProxyClient	3	yes
fastmcp.client.transports.base.ClientTransport	fastmcp.client.transports.config.MCPConfigTransport	1	yes
fastmcp.client.transports.base.ClientTransport	fastmcp.client.transports.http.StreamableHttpTransport	1	yes
fastmcp.client.transports.base.ClientTransport	fastmcp.client.transports.memory.FastMCPTransport	1	yes
fastmcp.client.transports.base.ClientTransport	fastmcp.client.transports.sse.SSETransport	1	yes
fastmcp.client.transports.base.ClientTransport	fastmcp.client.transports.stdio.FastMCPStdioTransport	2	yes
fastmcp.client.transports.base.ClientTransport	fastmcp.client.transports.stdio.NodeStdioTransport	2	yes
fastmcp.client.transports.base.ClientTransport	fastmcp.client.transports.stdio.NpxStdioTransport	2	yes
fastmcp.client.transports.base.ClientTransport	fastmcp.client.transports.stdio.PythonStdioTransport	2	yes
fastmcp.client.transports.base.ClientTransport	fastmcp.client.transports.stdio.StdioTransport	1	yes
fastmcp.client.transports.base.ClientTransport	fastmcp.client.transports.stdio.UvStdioTransport	2	yes
fastmcp.client.transports.base.ClientTransport	fastmcp.client.transports.stdio.UvxStdioTransport	2	yes
fastmcp.client.transports.stdio.StdioTransport	fastmcp.client.transports.stdio.FastMCPStdioTransport	1	yes
fastmcp.client.transports.stdio.StdioTransport	fastmcp.client.transports.stdio.NodeStdioTransport	1	yes
fastmcp.client.transports.stdio.StdioTransport	fastmcp.client.transports.stdio.NpxStdioTransport	1	yes
fastmcp.client.transports.stdio.StdioTransport	fastmcp.client.transports.stdio.PythonStdioTransport	1	yes
fastmcp.client.transports.stdio.StdioTransport	fastmcp.client.transports.stdio.UvStdioTransport	1	yes
fastmcp.client.transports.stdio.StdioTransport	fastmcp.client.transports.stdio.UvxStdioTransport	1	yes
fastmcp.contrib.mcp_mixin.mcp_mixin.MCPMixin	fastmcp.contrib.bulk_tool_caller.bulk_tool_caller.BulkToolCaller	1	yes
fastmcp.contrib.mcp_mixin.mcp_mixin.MCPMixin	fastmcp.contrib.mcp_mixin.example.Sample	1	yes
fastmcp.dependencies.Dependency	fastmcp.server.auth.providers.azure._EntraOBOToken	1	no
fastmcp.exceptions.AuthorizationError	fastmcp.exceptions.InsufficientScopeError	1	yes
fastmcp.exceptions.FastMCPError	fastmcp.exceptions.AuthorizationError	1	yes
fastmcp.exceptions.FastMCPError	fastmcp.exceptions.InsufficientScopeError	2	yes
fastmcp.exceptions.FastMCPError	fastmcp.exceptions.PromptError	1	yes
fastmcp.exceptions.FastMCPError	fastmcp.exceptions.ResourceError	1	yes
fastmcp.exceptions.FastMCPError	fastmcp.exceptions.ToolError	1	yes
fastmcp.exceptions.FastMCPError	fastmcp.exceptions.ValidationError	1	yes
fastmcp.exceptions.FastMCPError	fastmcp.server.sessions.InvalidSession	1	yes
fastmcp.exceptions.FastMCPError	fastmcp.server.sessions.SessionAuthError	1	yes
fastmcp.exceptions.NotFoundError	fastmcp.exceptions.ResourceSecurityError	1	yes
fastmcp.mcp_config.MCPConfig	fastmcp.mcp_config.CanonicalMCPConfig	1	yes
fastmcp.mcp_config.RemoteMCPServer	fastmcp.mcp_config.TransformingRemoteMCPServer	1	yes
fastmcp.mcp_config.StdioMCPServer	fastmcp.mcp_config.TransformingStdioMCPServer	1	yes
fastmcp.mcp_config._TransformingMCPServerMixin	fastmcp.mcp_config.TransformingRemoteMCPServer	1	yes
fastmcp.mcp_config._TransformingMCPServerMixin	fastmcp.mcp_config.TransformingStdioMCPServer	1	yes
fastmcp.prompts.base.Prompt	fastmcp.prompts.function_prompt.FunctionPrompt	1	yes
fastmcp.prompts.base.Prompt	fastmcp.server.providers.fastmcp_provider.FastMCPProviderPrompt	1	yes
fastmcp.prompts.base.Prompt	fastmcp.server.providers.proxy.ProxyPrompt	1	yes
fastmcp.prompts.base.PromptResult	fastmcp.prompts.base.InputRequiredPromptResult	1	yes
fastmcp.resources.base.Resource	fastmcp.resources.function_resource.FunctionResource	1	yes
fastmcp.resources.base.Resource	fastmcp.resources.types.BinaryResource	1	yes
fastmcp.resources.base.Resource	fastmcp.resources.types.DirectoryResource	1	yes
fastmcp.resources.base.Resource	fastmcp.resources.types.FileResource	1	yes
fastmcp.resources.base.Resource	fastmcp.resources.types.HttpResource	1	yes
fastmcp.resources.base.Resource	fastmcp.resources.types.TextResource	1	yes
fastmcp.resources.base.Resource	fastmcp.server.providers.fastmcp_provider.FastMCPProviderResource	1	yes
fastmcp.resources.base.Resource	fastmcp.server.providers.openapi.components.OpenAPIResource	1	yes
fastmcp.resources.base.Resource	fastmcp.server.providers.proxy.ProxyResource	1	yes
fastmcp.resources.base.Resource	fastmcp.server.providers.skills.skill_provider.SkillFileResource	1	yes
fastmcp.resources.base.Resource	fastmcp.server.providers.skills.skill_provider.SkillResource	1	yes
fastmcp.resources.base.ResourceResult	fastmcp.resources.base.InputRequiredResourceResult	1	yes
fastmcp.resources.template.ResourceTemplate	fastmcp.resources.template.FunctionResourceTemplate	1	yes
fastmcp.resources.template.ResourceTemplate	fastmcp.server.providers.fastmcp_provider.FastMCPProviderResourceTemplate	1	yes
fastmcp.resources.template.ResourceTemplate	fastmcp.server.providers.openapi.components.OpenAPIResourceTemplate	1	yes
fastmcp.resources.template.ResourceTemplate	fastmcp.server.providers.proxy.ProxyTemplate	1	yes
fastmcp.resources.template.ResourceTemplate	fastmcp.server.providers.skills.skill_provider.SkillFileTemplate	1	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.auth.MultiAuth	1	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.auth.OAuthProvider	1	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.auth.RemoteAuthProvider	1	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.auth.TokenVerifier	1	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.oauth_proxy.proxy.OAuthProxy	2	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.oidc_proxy.OIDCProxy	3	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.auth0.Auth0JWTVerifier	3	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.auth0.Auth0MCPProvider	2	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.auth0.Auth0Provider	4	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.aws.AWSCognitoProvider	4	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.aws.AWSCognitoTokenVerifier	3	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.azure.AzureJWTVerifier	3	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.azure.AzureProvider	3	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.clerk.ClerkProvider	3	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.clerk.ClerkTokenVerifier	2	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.debug.DebugTokenVerifier	2	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.descope.DescopeProvider	2	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.descope._DescopeJWTVerifier	3	no
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.discord.DiscordProvider	3	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.discord.DiscordTokenVerifier	2	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.github.GitHubProvider	3	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.github.GitHubTokenVerifier	2	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.google.GoogleProvider	3	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.google.GoogleTokenVerifier	2	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.huggingface.HuggingFaceProvider	3	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.huggingface.HuggingFaceTokenVerifier	2	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.in_memory.InMemoryOAuthProvider	2	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.introspection.IntrospectionTokenVerifier	2	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.jwt.JWTVerifier	2	yes
fastmcp.server.auth.auth.AuthProvider	fastmcp.server.auth.providers.jwt.StaticTokenVerifier	2	yes
