fastmcp.apps.generative	153	type	arg-type
fastmcp.cli.apps_dev	1001	ty	invalid-assignment
fastmcp.cli.apps_dev	1001	type	assignment
fastmcp.cli.apps_dev	1007	ty	invalid-type-form
fastmcp.cli.apps_dev	1007	type	assignment
fastmcp.cli.apps_dev	1105	type	arg-type
fastmcp.cli.apps_dev	1829	ty	unresolved-attribute
fastmcp.cli.apps_dev	1829	type	method-assign
fastmcp.cli.run	434	ty	invalid-argument-type
fastmcp.cli.run	465	ty	invalid-argument-type
fastmcp.client._sdk_context_shim	33	type	misc
fastmcp.client.auth.oauth	431	ty	invalid-argument-type
fastmcp.client.auth.oauth	431	type	arg-type
fastmcp.client.auth.oauth	466	ty	invalid-argument-type
fastmcp.client.auth.oauth	493	ty	invalid-argument-type
fastmcp.client.client	1399	ty	deprecated
fastmcp.client.client	1423	ty	deprecated
fastmcp.client.client	1430	ty	deprecated
fastmcp.client.client	191	ty	invalid-assignment
fastmcp.client.client	196	ty	invalid-assignment
fastmcp.client.client	784	type	typeddict-item
fastmcp.client.elicitation	63	ty	invalid-argument-type
fastmcp.client.elicitation	83	type	call-arg
fastmcp.client.roots	69	ty	invalid-argument-type
fastmcp.client.sampling.handlers.anthropic	66	ty	invalid-argument-type
fastmcp.client.sampling.handlers.anthropic	66	type	arg-type
fastmcp.client.sampling.handlers.openai	410	ty	invalid-assignment
fastmcp.client.sampling.handlers.openai	410	type	assignment
fastmcp.client.sampling.handlers.openai	489	ty	unresolved-attribute
fastmcp.client.sampling.handlers.openai	489	type	union-attr
fastmcp.client.sampling.handlers.openai	493	ty	unresolved-attribute
fastmcp.client.sampling.handlers.openai	493	type	union-attr
fastmcp.client.sampling.handlers.openai	500	ty	unresolved-attribute
fastmcp.client.sampling.handlers.openai	500	type	union-attr
fastmcp.client.transports.base	124	ty	invalid-yield
fastmcp.client.transports.http	189	ty	unknown-argument
fastmcp.client.transports.http	189	type	call-arg
fastmcp.client.transports.stdio	149	type	arg-type
fastmcp.exceptions	14	type	no-redef
fastmcp.experimental.transforms.code_mode	321	ty	invalid-parameter-default
fastmcp.experimental.transforms.code_mode	321	type	assignment
fastmcp.experimental.transforms.code_mode	384	ty	invalid-parameter-default
fastmcp.experimental.transforms.code_mode	384	type	assignment
fastmcp.experimental.transforms.code_mode	442	ty	invalid-parameter-default
fastmcp.experimental.transforms.code_mode	442	type	assignment
fastmcp.experimental.transforms.code_mode	507	ty	invalid-parameter-default
fastmcp.experimental.transforms.code_mode	507	type	assignment
fastmcp.experimental.transforms.code_mode	633	ty	invalid-parameter-default
fastmcp.experimental.transforms.code_mode	633	type	assignment
fastmcp.mcp_config	140	ty	unresolved-attribute
fastmcp.prompts.base	188	type	call-arg
fastmcp.prompts.base	256	type	call-arg
fastmcp.resources.base	105	type	call-arg
fastmcp.resources.base	112	type	call-arg
fastmcp.resources.base	209	type	call-arg
fastmcp.resources.base	471	type	call-arg
fastmcp.resources.template	321	type	call-arg
fastmcp.server.auth.auth	450	type	arg-type
fastmcp.server.auth.auth	453	type	arg-type
fastmcp.server.auth.oauth_proxy.proxy	1161	type	arg-type
fastmcp.server.auth.oauth_proxy.proxy	1181	type	arg-type
fastmcp.server.auth.oauth_proxy.proxy	1274	type	arg-type
fastmcp.server.auth.oauth_proxy.proxy	2135	ty	invalid-method-override
fastmcp.server.auth.oauth_proxy.proxy	2135	type	override
fastmcp.server.auth.oauth_proxy.proxy	2425	ty	invalid-argument-type
fastmcp.server.auth.oauth_proxy.proxy	2509	ty	invalid-argument-type
fastmcp.server.auth.oauth_proxy.proxy	2522	ty	invalid-assignment
fastmcp.server.auth.oidc_proxy	465	ty	invalid-argument-type
fastmcp.server.auth.providers.in_memory	292	ty	invalid-method-override
fastmcp.server.auth.providers.in_memory	292	type	override
fastmcp.server.auth.providers.in_memory	303	ty	invalid-method-override
fastmcp.server.auth.providers.in_memory	303	type	override
fastmcp.server.auth.ssrf	199	ty	invalid-return-type
fastmcp.server.context	1357	ty	deprecated
fastmcp.server.context	508	ty	unresolved-attribute
fastmcp.server.context	508	type	attr-defined
fastmcp.server.context	790	ty	unresolved-attribute
fastmcp.server.context	790	type	attr-defined
fastmcp.server.dependencies	418	ty	unresolved-attribute
fastmcp.server.dependencies	418	type	union-attr
fastmcp.server.dependencies	421	ty	invalid-assignment
fastmcp.server.dependencies	421	type	attr-defined
fastmcp.server.dependencies	741	ty	unresolved-attribute
fastmcp.server.dependencies	741	type	attr-defined
fastmcp.server.elicitation	279	ty	invalid-type-form
fastmcp.server.elicitation	279	type	valid-type
fastmcp.server.elicitation	280	ty	invalid-type-form
fastmcp.server.elicitation	280	type	valid-type
fastmcp.server.elicitation	44	ty	invalid-method-override
fastmcp.server.elicitation	44	type	override
fastmcp.server.elicitation	64	ty	invalid-argument-type
fastmcp.server.elicitation	64	type	arg-type
fastmcp.server.http	406	type	arg-type
fastmcp.server.middleware.caching	186	ty	invalid-argument-type
fastmcp.server.middleware.caching	186	type	arg-type
fastmcp.server.providers.aggregate	206	ty	invalid-argument-type,invalid-return-type
fastmcp.server.providers.aggregate	206	type	return-value
fastmcp.server.providers.aggregate	280	ty	invalid-argument-type,invalid-return-type
fastmcp.server.providers.aggregate	280	type	return-value
fastmcp.server.providers.aggregate	304	ty	invalid-return-type
fastmcp.server.providers.aggregate	304	type	return-value
fastmcp.server.providers.aggregate	326	ty	invalid-argument-type,invalid-return-type
fastmcp.server.providers.aggregate	326	type	return-value
fastmcp.server.providers.local_provider.decorators.prompts	198	ty	unresolved-attribute
fastmcp.server.providers.local_provider.decorators.prompts	198	type	attr-defined
fastmcp.server.providers.local_provider.decorators.resources	208	ty	unresolved-attribute
fastmcp.server.providers.local_provider.decorators.resources	208	type	attr-defined
fastmcp.server.providers.local_provider.decorators.tools	319	ty	unresolved-attribute
fastmcp.server.providers.local_provider.decorators.tools	319	type	attr-defined
fastmcp.server.providers.local_provider.local_provider	194	ty	invalid-return-type
fastmcp.server.providers.local_provider.local_provider	194	type	return-value
fastmcp.server.providers.proxy	1543	ty	deprecated
fastmcp.server.providers.proxy	1561	ty	deprecated
fastmcp.server.providers.proxy	1758	ty	no-matching-overload
fastmcp.server.providers.proxy	1822	ty	invalid-method-override
fastmcp.server.providers.proxy	1822	type	override
fastmcp.server.providers.proxy	617	type	override
fastmcp.server.providers.proxy	619	ty	invalid-method-override
fastmcp.server.providers.proxy	776	ty	invalid-method-override
fastmcp.server.providers.proxy	776	type	override
fastmcp.server.server	267	ty	invalid-yield
fastmcp.server.transforms.search.base	234	ty	invalid-parameter-default
fastmcp.server.transforms.search.base	234	type	assignment
fastmcp.server.transforms.search.bm25	120	ty	invalid-parameter-default
fastmcp.server.transforms.search.bm25	120	type	assignment
fastmcp.server.transforms.search.regex	30	ty	invalid-parameter-default
fastmcp.server.transforms.search.regex	30	type	assignment
fastmcp.tools.base	186	type	call-arg
fastmcp.tools.base	296	type	call-arg
fastmcp.tools.function_tool	115	ty	invalid-assignment
fastmcp.tools.function_tool	115	type	attr-defined
fastmcp.tools.tool_transform	239	pyright	reportAny
fastmcp.utilities.async_utils	101	ty	invalid-argument-type
fastmcp.utilities.async_utils	101	type	arg-type
fastmcp.utilities.components	223	ty	invalid-method-override
fastmcp.utilities.components	223	type	override
fastmcp.utilities.json_schema_type	227	ty	invalid-return-type
fastmcp.utilities.json_schema_type	227	type	return-value
fastmcp.utilities.json_schema_type	239	ty	invalid-return-type
fastmcp.utilities.json_schema_type	239	type	return-value
fastmcp.utilities.json_schema_type	270	type	-
fastmcp.utilities.json_schema_type	311	type	valid-type
fastmcp.utilities.json_schema_type	313	type	valid-type
fastmcp.utilities.json_schema_type	323	type	-
fastmcp.utilities.json_schema_type	337	ty	invalid-type-form
fastmcp.utilities.json_schema_type	337	type	return-value
fastmcp.utilities.json_schema_type	346	ty	invalid-return-type
fastmcp.utilities.json_schema_type	346	type	return-value
fastmcp.utilities.json_schema_type	348	ty	invalid-type-form
fastmcp.utilities.json_schema_type	348	type	return-value
fastmcp.utilities.json_schema_type	362	ty	invalid-type-form
fastmcp.utilities.json_schema_type	362	type	valid-type
fastmcp.utilities.json_schema_type	378	ty	invalid-type-form
fastmcp.utilities.json_schema_type	378	type	return-value
fastmcp.utilities.json_schema_type	415	ty	invalid-type-form
fastmcp.utilities.json_schema_type	415	type	valid-type
fastmcp.utilities.json_schema_type	459	ty	invalid-return-type
fastmcp.utilities.json_schema_type	459	type	return-value
fastmcp.utilities.json_schema_type	485	type	-
fastmcp.utilities.json_schema_type	505	type	-
fastmcp.utilities.json_schema_type	510	type	-
fastmcp.utilities.json_schema_type	512	type	-
fastmcp.utilities.json_schema_type	529	type	-
fastmcp.utilities.json_schema_type	531	type	-
fastmcp.utilities.json_schema_type	532	type	-
fastmcp.utilities.json_schema_type	605	ty	invalid-return-type
fastmcp.utilities.json_schema_type	605	type	return-value
fastmcp.utilities.json_schema_type	635	ty	invalid-type-form
fastmcp.utilities.json_schema_type	635	type	misc
fastmcp.utilities.json_schema_type	672	ty	invalid-return-type
fastmcp.utilities.json_schema_type	672	type	return-value
fastmcp.utilities.json_schema_type	681	ty	invalid-return-type
fastmcp.utilities.json_schema_type	681	type	return-value
fastmcp.utilities.json_schema_type	736	ty	invalid-type-form
fastmcp.utilities.json_schema_type	736	type	misc
fastmcp.utilities.json_schema_type	748	ty	unresolved-attribute
fastmcp.utilities.json_schema_type	748	type	attr-defined
fastmcp.utilities.logging	117	ty	invalid-argument-type
fastmcp.utilities.logging	117	type	arg-type
fastmcp.utilities.mcp_server_config.v1.mcp_server_config	195	ty	invalid-return-type
fastmcp.utilities.mcp_server_config.v1.mcp_server_config	195	type	return-value
fastmcp.utilities.mcp_server_config.v1.mcp_server_config	220	ty	redundant-cast
fastmcp.utilities.mcp_server_config.v1.mcp_server_config	220	type	return-value
fastmcp.utilities.openapi.parser	800	ty	invalid-argument-type
fastmcp.utilities.openapi.parser	800	type	arg-type
fastmcp.utilities.types	199	ty	unresolved-attribute
fastmcp.utilities.types	200	ty	unresolved-attribute
fastmcp.utilities.types	201	ty	unresolved-attribute
fastmcp.utilities.types	202	ty	unresolved-attribute
fastmcp.utilities.types	203	ty	unresolved-attribute
fastmcp.utilities.types	205	ty	unresolved-attribute
fastmcp.utilities.types	206	ty	unresolved-attribute
fastmcp.utilities.types	207	ty	unresolved-attribute
fastmcp.utilities.types	208	ty	unresolved-attribute
fastmcp.utilities.types	209	ty	unresolved-attribute
fastmcp.utilities.types	233	ty	unresolved-attribute
fastmcp.utilities.types	235	ty	unresolved-attribute
fastmcp.utilities.types	235	type	attr-defined
fastmcp.utilities.types	40	ty	unresolved-attribute
fastmcp.utilities.types	92	ty	unresolved-attribute
fastmcp.utilities.types	93	ty	unresolved-attribute
fastmcp.utilities.types	94	ty	unresolved-attribute
fastmcp.utilities.types	95	ty	unresolved-attribute
fastmcp.utilities.types	96	ty	unresolved-attribute
fastmcp.utilities.types	97	ty	unresolved-attribute
mcp.client.auth.oauth2	751	type	arg-type
mcp.client.client	390	pyright	reportPrivateUsage
mcp.client.client	541	pyright	reportDeprecated
mcp.client.client	551	pyright	reportDeprecated
mcp.client.client	741	pyright	reportDeprecated
mcp.client.client	749	pyright	reportDeprecated
mcp.client.client	941	pyright	reportPrivateUsage
mcp.client.client	949	pyright	reportDeprecated
mcp.client.session	1148	pyright	reportUnknownMemberType
mcp.client.subscriptions	237	pyright	reportPrivateUsage
mcp.client.subscriptions	243	pyright	reportPrivateUsage
mcp.client.subscriptions	250	pyright	reportPrivateUsage
mcp.client.subscriptions	259	pyright	reportPrivateUsage
mcp.client.subscriptions	268	pyright	reportPrivateUsage
mcp.client.subscriptions	271	pyright	reportPrivateUsage
mcp.client.subscriptions	282	pyright	reportPrivateUsage
mcp.server.auth.routes	9	type	-
mcp.server.mcpserver.context	274	pyright	reportDeprecated
mcp.server.mcpserver.context	369	pyright	reportDeprecated
mcp.server.mcpserver.context	374	pyright	reportDeprecated
mcp.server.mcpserver.context	379	pyright	reportDeprecated
mcp.server.mcpserver.context	384	pyright	reportDeprecated
mcp.server.mcpserver.prompts.base	198	type	reportUnknownVariableType
mcp.server.mcpserver.resources.templates	235	type	-
mcp.server.mcpserver.server	1246	type	reportPrivateUsage
mcp.server.mcpserver.server	228	type	-
mcp.server.mcpserver.server	412	type	-
mcp.server.mcpserver.utilities.func_metadata	648	type	-
