fastmcp.apps.app.FastMCPApp	tool	0	def tool(self, name_or_fn: F, name: str | None = None, description: str | None = None, model: bool = False, auth: AuthCheck | list[AuthCheck] | None = None, timeout: float | None = None) -> F
fastmcp.apps.app.FastMCPApp	tool	1	def tool(self, name_or_fn: str | None = None, name: str | None = None, description: str | None = None, model: bool = False, auth: AuthCheck | list[AuthCheck] | None = None, timeout: float | None = None) -> Callable[[F], F]
fastmcp.apps.app.FastMCPApp	ui	0	def ui(self, name_or_fn: F, name: str | None = None, description: str | None = None, title: str | None = None, tags: set[str] | None = None, icons: list[Icon] | None = None, annotations: ToolAnnotations | None = None, auth: AuthCheck | list[AuthCheck] | None = None, timeout: float | None = None) -> F
fastmcp.apps.app.FastMCPApp	ui	1	def ui(self, name_or_fn: str | None = None, name: str | None = None, description: str | None = None, title: str | None = None, tags: set[str] | None = None, icons: list[Icon] | None = None, annotations: ToolAnnotations | None = None, auth: AuthCheck | list[AuthCheck] | None = None, timeout: float | None = None) -> Callable[[F], F]
fastmcp.apps.approval.Approval	tool	0	def tool(self, name_or_fn: F, name: str | None = None, description: str | None = None, model: bool = False, auth: AuthCheck | list[AuthCheck] | None = None, timeout: float | None = None) -> F
fastmcp.apps.approval.Approval	tool	1	def tool(self, name_or_fn: str | None = None, name: str | None = None, description: str | None = None, model: bool = False, auth: AuthCheck | list[AuthCheck] | None = None, timeout: float | None = None) -> Callable[[F], F]
fastmcp.apps.approval.Approval	ui	0	def ui(self, name_or_fn: F, name: str | None = None, description: str | None = None, title: str | None = None, tags: set[str] | None = None, icons: list[Icon] | None = None, annotations: ToolAnnotations | None = None, auth: AuthCheck | list[AuthCheck] | None = None, timeout: float | None = None) -> F
fastmcp.apps.approval.Approval	ui	1	def ui(self, name_or_fn: str | None = None, name: str | None = None, description: str | None = None, title: str | None = None, tags: set[str] | None = None, icons: list[Icon] | None = None, annotations: ToolAnnotations | None = None, auth: AuthCheck | list[AuthCheck] | None = None, timeout: float | None = None) -> Callable[[F], F]
fastmcp.apps.choice.Choice	tool	0	def tool(self, name_or_fn: F, name: str | None = None, description: str | None = None, model: bool = False, auth: AuthCheck | list[AuthCheck] | None = None, timeout: float | None = None) -> F
fastmcp.apps.choice.Choice	tool	1	def tool(self, name_or_fn: str | None = None, name: str | None = None, description: str | None = None, model: bool = False, auth: AuthCheck | list[AuthCheck] | None = None, timeout: float | None = None) -> Callable[[F], F]
fastmcp.apps.choice.Choice	ui	0	def ui(self, name_or_fn: F, name: str | None = None, description: str | None = None, title: str | None = None, tags: set[str] | None = None, icons: list[Icon] | None = None, annotations: ToolAnnotations | None = None, auth: AuthCheck | list[AuthCheck] | None = None, timeout: float | None = None) -> F
fastmcp.apps.choice.Choice	ui	1	def ui(self, name_or_fn: str | None = None, name: str | None = None, description: str | None = None, title: str | None = None, tags: set[str] | None = None, icons: list[Icon] | None = None, annotations: ToolAnnotations | None = None, auth: AuthCheck | list[AuthCheck] | None = None, timeout: float | None = None) -> Callable[[F], F]
