fastmcp.__all__	fastmcp.__all__	attribute	fastmcp	api/fastmcp.md	no	no	0	-	
fastmcp.__getattr__	fastmcp.__getattr__	function	fastmcp	api/fastmcp.md	no	no	0	-	
fastmcp.__version__	fastmcp.__version__	attribute	fastmcp	api/fastmcp.md	no	no	0	-	
fastmcp._compat._ALIASES	fastmcp._compat._ALIASES	attribute	fastmcp	api/fastmcp._compat.md	no	no	0	-	
fastmcp._compat._installed	fastmcp._compat._installed	attribute	fastmcp	api/fastmcp._compat.md	no	no	0	-	
fastmcp._compat._make_property	fastmcp._compat._make_property	function	fastmcp	api/fastmcp._compat.md	no	no	0	-	Build a warn-once property routing a camelCase read to a snake attr.
fastmcp._compat.install	fastmcp._compat.install	function	fastmcp	api/fastmcp._compat.md	no	no	0	-	Install camelCase compatibility properties on SDK v2 model classes.
fastmcp._install_hints.APP_SUPPORT	fastmcp._install_hints.APP_SUPPORT	attribute	fastmcp	api/fastmcp._install_hints.md	no	no	0	-	
fastmcp._install_hints.CLIENT_SUPPORT	fastmcp._install_hints.CLIENT_SUPPORT	attribute	fastmcp	api/fastmcp._install_hints.md	no	no	0	-	
fastmcp._install_hints.CLI_SUPPORT	fastmcp._install_hints.CLI_SUPPORT	attribute	fastmcp	api/fastmcp._install_hints.md	no	no	0	-	
fastmcp._install_hints.SERVER_SUPPORT	fastmcp._install_hints.SERVER_SUPPORT	attribute	fastmcp	api/fastmcp._install_hints.md	no	no	0	-	
fastmcp._install_hints.full_package	fastmcp._install_hints.full_package	function	fastmcp	api/fastmcp._install_hints.md	no	no	0	-	
fastmcp._warnings.FastMCPDeprecationWarning	fastmcp.FastMCPDeprecationWarning	class	fastmcp	api/fastmcp._warnings.md	yes	yes	5	-	Deprecation warning for FastMCP APIs.
fastmcp.apps.__all__	fastmcp.apps.__all__	attribute	fastmcp	api/fastmcp.apps.md	no	no	0	-	
fastmcp.apps.__getattr__	fastmcp.apps.__getattr__	function	fastmcp	api/fastmcp.apps.md	no	no	0	-	
fastmcp.apps.app.F	fastmcp.apps.app.F	attribute	fastmcp	api/fastmcp.apps.app.md	yes	no	0	-	
fastmcp.apps.app.FastMCPApp	fastmcp.FastMCPApp	class	fastmcp	api/fastmcp.apps.app.md	yes	yes	6	-	A Provider that represents an MCP application.
fastmcp.apps.app._dispatch_decorator	fastmcp.apps.app._dispatch_decorator	function	fastmcp	api/fastmcp.apps.app.md	no	no	0	-	Shared dispatch logic for @app.tool() and @app.ui() calling patterns.
fastmcp.apps.app._make_resolver	fastmcp.apps.app._make_resolver	function	fastmcp	api/fastmcp.apps.app.md	no	no	0	-	Create a CallTool resolver that addresses peer tools by identity.
fastmcp.apps.app.logger	fastmcp.apps.app.logger	attribute	fastmcp	api/fastmcp.apps.app.md	yes	no	0	-	
fastmcp.apps.approval.Approval	fastmcp.apps.approval.Approval	class	fastmcp	api/fastmcp.apps.approval.md	yes	no	0	-	A Provider that adds human-in-the-loop approval to a server.
fastmcp.apps.choice.Choice	fastmcp.apps.choice.Choice	class	fastmcp	api/fastmcp.apps.choice.md	yes	no	0	-	A Provider that lets the user choose from a set of options.
fastmcp.apps.config.AppConfig	fastmcp.apps.AppConfig	class	fastmcp	api/fastmcp.apps.config.md	yes	yes	3	-	Configuration for MCP App tools and resources.
fastmcp.apps.config.PrefabAppConfig	fastmcp.apps.PrefabAppConfig	class	fastmcp	api/fastmcp.apps.config.md	yes	yes	1	-	App configuration for Prefab tools with sensible defaults.
fastmcp.apps.config.ResourceCSP	fastmcp.apps.ResourceCSP	class	fastmcp	api/fastmcp.apps.config.md	yes	yes	2	-	Content Security Policy for MCP App resources.
fastmcp.apps.config.ResourcePermissions	fastmcp.apps.ResourcePermissions	class	fastmcp	api/fastmcp.apps.config.md	yes	yes	1	-	Iframe sandbox permissions for MCP App resources.
fastmcp.apps.config.UI_EXTENSION_ID	fastmcp.apps.UI_EXTENSION_ID	attribute	fastmcp	api/fastmcp.apps.config.md	yes	yes	2	-	
fastmcp.apps.config._merge_domains	fastmcp.apps.config._merge_domains	function	fastmcp	api/fastmcp.apps.config.md	no	no	0	-	Merge two domain lists, deduplicating.
fastmcp.apps.config.app_config_to_meta_dict	fastmcp.apps.app_config_to_meta_dict	function	fastmcp	api/fastmcp.apps.config.md	yes	yes	3	-	Convert an AppConfig or dict to the wire-format dict for ``meta["ui"]``.
fastmcp.apps.config.is_model_visible	fastmcp.server.transforms.catalog.is_model_visible	function	fastmcp	api/fastmcp.apps.config.md	yes	no	1	-	Whether a component may be shown to, or invoked by, the model.
fastmcp.apps.file_upload.FileUpload	fastmcp.apps.file_upload.FileUpload	class	fastmcp	api/fastmcp.apps.file_upload.md	yes	no	0	-	A Provider that adds file upload capabilities to a server.
fastmcp.apps.file_upload._TEXT_EXTENSIONS	fastmcp.apps.file_upload._TEXT_EXTENSIONS	attribute	fastmcp	api/fastmcp.apps.file_upload.md	no	no	0	-	
fastmcp.apps.file_upload._b64_decoded_size	fastmcp.apps.file_upload._b64_decoded_size	function	fastmcp	api/fastmcp.apps.file_upload.md	no	no	0	-	Return the exact decoded byte-length of a base64 string without decoding it.
fastmcp.apps.file_upload._format_size	fastmcp.apps.file_upload._format_size	function	fastmcp	api/fastmcp.apps.file_upload.md	no	no	0	-	
fastmcp.apps.file_upload._make_summary	fastmcp.apps.file_upload._make_summary	function	fastmcp	api/fastmcp.apps.file_upload.md	no	no	0	-	
fastmcp.apps.form.FormInput	fastmcp.apps.form.FormInput	class	fastmcp	api/fastmcp.apps.form.md	yes	no	0	-	A Provider that collects structured input via a Pydantic model.
fastmcp.apps.form._FORM_SUPPORTS_DEFAULTS	fastmcp.apps.form._FORM_SUPPORTS_DEFAULTS	attribute	fastmcp	api/fastmcp.apps.form.md	no	no	0	-	
fastmcp.apps.form._backfill_boolean_defaults	fastmcp.apps.form._backfill_boolean_defaults	function	fastmcp	api/fastmcp.apps.form.md	no	no	0	-	Fill in missing boolean fields with their model defaults.
fastmcp.apps.generative.GenerativeUI	fastmcp.apps.generative.GenerativeUI	class	fastmcp	api/fastmcp.apps.generative.md	yes	no	0	-	A Provider that adds generative UI capabilities to a server.
fastmcp.apps.generative._build_csp	fastmcp.apps.generative._build_csp	function	fastmcp	api/fastmcp.apps.generative.md	no	no	0	-	Build CSP from the generative renderer's declared requirements.
fastmcp.apps.generative.logger	fastmcp.apps.generative.logger	attribute	fastmcp	api/fastmcp.apps.generative.md	yes	no	0	-	
fastmcp.cli.apps_dev._EXT_APPS_VERSION	fastmcp.cli.apps_dev._EXT_APPS_VERSION	attribute	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	
fastmcp.cli.apps_dev._HOST_HTML_TEMPLATE	fastmcp.cli.apps_dev._HOST_HTML_TEMPLATE	attribute	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	
fastmcp.cli.apps_dev._HOST_SHELL	fastmcp.cli.apps_dev._HOST_SHELL	attribute	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	
fastmcp.cli.apps_dev._LOG_PANEL_HTML	fastmcp.cli.apps_dev._LOG_PANEL_HTML	attribute	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	
fastmcp.cli.apps_dev._MCP_SDK_VERSION	fastmcp.cli.apps_dev._MCP_SDK_VERSION	attribute	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	
fastmcp.cli.apps_dev._MessageLog	fastmcp.cli.apps_dev._MessageLog	class	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	In-memory buffer of MCP JSON-RPC messages flowing through the proxy.
fastmcp.cli.apps_dev._build_picker_html	fastmcp.cli.apps_dev._build_picker_html	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Build Prefab picker page: dropdown selector with per-tool forms.
fastmcp.cli.apps_dev._fetch_app_bridge_bundle	fastmcp.cli.apps_dev._fetch_app_bridge_bundle	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Async wrapper around _fetch_app_bridge_bundle_sync.
fastmcp.cli.apps_dev._fetch_app_bridge_bundle_sync	fastmcp.cli.apps_dev._fetch_app_bridge_bundle_sync	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Download app-bridge.js and build an import-map that fixes Zod v4 on esm.sh.
fastmcp.cli.apps_dev._has_ui_resource	fastmcp.cli.apps_dev._has_ui_resource	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Return True if the tool has a UI resourceUri in its metadata.
fastmcp.cli.apps_dev._inject_log_panel	fastmcp.cli.apps_dev._inject_log_panel	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Inject the MCP message log panel before </body>.
fastmcp.cli.apps_dev._json_for_script	fastmcp.cli.apps_dev._json_for_script	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Serialize JSON for embedding inside an HTML script element.
fastmcp.cli.apps_dev._list_tools	fastmcp.cli.apps_dev._list_tools	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Return raw tool dicts from the MCP server at mcp_url.
fastmcp.cli.apps_dev._log_response_bytes	fastmcp.cli.apps_dev._log_response_bytes	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Parse accumulated proxy response bytes and log as message entries.
fastmcp.cli.apps_dev._make_dev_app	fastmcp.cli.apps_dev._make_dev_app	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Build the Starlette dev server application.
fastmcp.cli.apps_dev._model_from_schema	fastmcp.cli.apps_dev._model_from_schema	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Dynamically create a Pydantic model from a JSON Schema for form generation.
fastmcp.cli.apps_dev._read_mcp_resource	fastmcp.cli.apps_dev._read_mcp_resource	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Read an MCP resource by URI and return its text content.
fastmcp.cli.apps_dev._start_user_server	fastmcp.cli.apps_dev._start_user_server	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Start the user's MCP server as a subprocess on mcp_port.
fastmcp.cli.apps_dev._wait_for_server	fastmcp.cli.apps_dev._wait_for_server	function	fastmcp	api/fastmcp.cli.apps_dev.md	no	no	0	-	Poll until the server is accepting connections.
fastmcp.cli.apps_dev.logger	fastmcp.cli.apps_dev.logger	attribute	fastmcp	api/fastmcp.cli.apps_dev.md	yes	no	0	-	
fastmcp.cli.apps_dev.run_dev_apps	fastmcp.cli.apps_dev.run_dev_apps	function	fastmcp	api/fastmcp.cli.apps_dev.md	yes	no	0	-	Start the full dev environment for a FastMCPApp server.
fastmcp.cli.auth.auth_app	fastmcp.cli.cli.auth_app	attribute	fastmcp	api/fastmcp.cli.auth.md	yes	no	1	-	
fastmcp.cli.cimd.cimd_app	fastmcp.cli.auth.cimd_app	attribute	fastmcp	api/fastmcp.cli.cimd.md	yes	no	1	-	
fastmcp.cli.cimd.console	fastmcp.cli.cimd.console	attribute	fastmcp	api/fastmcp.cli.cimd.md	yes	no	0	-	
fastmcp.cli.cimd.create_command	fastmcp.cli.cimd.create_command	function	fastmcp	api/fastmcp.cli.cimd.md	yes	no	0	-	Generate a CIMD document for hosting.
fastmcp.cli.cimd.logger	fastmcp.cli.cimd.logger	attribute	fastmcp	api/fastmcp.cli.cimd.md	yes	no	0	-	
fastmcp.cli.cimd.validate_command	fastmcp.cli.cimd.validate_command	function	fastmcp	api/fastmcp.cli.cimd.md	yes	no	0	-	Validate a hosted CIMD document.
fastmcp.cli.cli._get_npx_command	fastmcp.cli.cli._get_npx_command	function	fastmcp	api/fastmcp.cli.cli.md	no	no	0	-	Get the correct npx command for the current platform.
