fastmcp.apps.app.F	attribute	TypeVar	ty	unanswered
fastmcp.apps.app.logger	attribute	Logger	ty	agree
fastmcp.apps.config.UI_EXTENSION_ID	attribute	Literal["io.modelcontextprotocol/ui"]	ty	narrower
fastmcp.apps.generative.logger	attribute	Logger	ty	agree
fastmcp.cli.apps_dev.logger	attribute	Logger	ty	agree
fastmcp.cli.auth.auth_app	attribute	App	ty	agree
fastmcp.cli.cimd.cimd_app	attribute	App	ty	agree
fastmcp.cli.cimd.console	attribute	Console	ty	agree
fastmcp.cli.cimd.logger	attribute	Logger	ty	agree
fastmcp.cli.cli.app	attribute	App	ty	agree
fastmcp.cli.cli.console	attribute	Console	ty	agree
fastmcp.cli.cli.dev_app	attribute	App	ty	agree
fastmcp.cli.cli.logger	attribute	Logger	ty	agree
fastmcp.cli.cli.project_app	attribute	App	ty	agree
fastmcp.cli.client.console	attribute	Console	ty	agree
fastmcp.cli.client.logger	attribute	Logger	ty	agree
fastmcp.cli.deploy.command.HostOption	attribute	```xml <special-form 'typing.Annotated[str | None, <metadata>]'> ```	ty	differ
fastmcp.cli.deploy.command.JsonOption	attribute	```xml <special-form 'typing.Annotated[bool, <metadata>]'> ```	ty	differ
fastmcp.cli.deploy.credentials.CredentialSource	attribute	```xml <special-form 'Literal["environment", "stored", "interactive"]'> ```	ty	differ
fastmcp.cli.deploy.horizon_client.DEFAULT_HORIZON_API_ORIGIN	attribute	Literal["https://horizon.prefect.io"]	ty	narrower
fastmcp.cli.deploy.horizon_client.DEVICE_AUTH_CLIENT_ID	attribute	Literal["fastmcp-cli"]	ty	narrower
fastmcp.cli.deploy.horizon_client.DEVICE_AUTH_GRANT_TYPE	attribute	Literal["urn:ietf:params:oauth:grant-type:device_code"]	ty	narrower
fastmcp.cli.deploy.horizon_client.DeviceTokenError	attribute	```xml <special-form 'Literal["authorization_pending", "slow_down", "access_denied", "expired_token"]'> ```	ty	differ
fastmcp.cli.deploy.horizon_client.ResponseModelT	attribute	TypeVar	ty	unanswered
fastmcp.cli.deploy.output.CommandName	attribute	```xml <special-form 'Literal["login", "logout", "whoami"]'> ```	ty	differ
fastmcp.cli.deploy.output.ErrorCategory	attribute	```xml <special-form 'Literal["authentication_invalid", "authentication_required", "authorization_denied", "authorization_expired", "authorization_failed", ... omitted 5 literals]'> ```	ty	differ
fastmcp.cli.deploy.output.console	attribute	Console	ty	agree
fastmcp.cli.deploy.output.error_console	attribute	Console	ty	agree
