fastmcp.__getattr__	0	-1	(return)	Return	-	object
fastmcp.__getattr__	0	0	name	Pos	required	str
fastmcp._compat._make_property	0	-1	(return)	Return	-	property
fastmcp._compat._make_property	0	0	cls_name	Pos	required	str
fastmcp._compat._make_property	0	1	camel	Pos	required	str
fastmcp._compat._make_property	0	2	snake	Pos	required	str
fastmcp._compat.getter	0	-1	(return)	Return	-	object
fastmcp._compat.getter	0	0	self	Pos	required	object
fastmcp._compat.install	0	-1	(return)	Return	-	None
fastmcp._install_hints.full_package	0	-1	(return)	Return	-	str
fastmcp._install_hints.full_package	0	0	feature	Pos	required	str
fastmcp.apps.__getattr__	0	-1	(return)	Return	-	object
fastmcp.apps.__getattr__	0	0	name	Pos	required	str
fastmcp.apps.app.FastMCPApp.__init__	0	-1	(return)	Return	-	None
fastmcp.apps.app.FastMCPApp.__init__	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp.__init__	0	1	name	Pos	required	str
fastmcp.apps.app.FastMCPApp.__repr__	0	-1	(return)	Return	-	str
fastmcp.apps.app.FastMCPApp.__repr__	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp._get_prompt	0	-1	(return)	Return	-	typing.Coroutine[Unknown, Unknown, typing.Any | None]
fastmcp.apps.app.FastMCPApp._get_prompt	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp._get_prompt	0	1	name	Pos	required	str
fastmcp.apps.app.FastMCPApp._get_prompt	0	2	version	Pos	optional	typing.Any
fastmcp.apps.app.FastMCPApp._get_resource	0	-1	(return)	Return	-	typing.Coroutine[Unknown, Unknown, typing.Any | None]
fastmcp.apps.app.FastMCPApp._get_resource	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp._get_resource	0	1	uri	Pos	required	str
fastmcp.apps.app.FastMCPApp._get_resource	0	2	version	Pos	optional	typing.Any
fastmcp.apps.app.FastMCPApp._get_resource_template	0	-1	(return)	Return	-	typing.Coroutine[Unknown, Unknown, typing.Any | None]
fastmcp.apps.app.FastMCPApp._get_resource_template	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp._get_resource_template	0	1	uri	Pos	required	str
fastmcp.apps.app.FastMCPApp._get_resource_template	0	2	version	Pos	optional	typing.Any
fastmcp.apps.app.FastMCPApp._get_tool	0	-1	(return)	Return	-	typing.Coroutine[Unknown, Unknown, fastmcp.tools.base.Tool | None]
fastmcp.apps.app.FastMCPApp._get_tool	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp._get_tool	0	1	name	Pos	required	str
fastmcp.apps.app.FastMCPApp._get_tool	0	2	version	Pos	optional	typing.Any
fastmcp.apps.app.FastMCPApp._list_prompts	0	-1	(return)	Return	-	typing.Coroutine[Unknown, Unknown, typing.Sequence[typing.Any]]
fastmcp.apps.app.FastMCPApp._list_prompts	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp._list_resource_templates	0	-1	(return)	Return	-	typing.Coroutine[Unknown, Unknown, typing.Sequence[typing.Any]]
fastmcp.apps.app.FastMCPApp._list_resource_templates	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp._list_resources	0	-1	(return)	Return	-	typing.Coroutine[Unknown, Unknown, typing.Sequence[typing.Any]]
fastmcp.apps.app.FastMCPApp._list_resources	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp._list_tools	0	-1	(return)	Return	-	typing.Coroutine[Unknown, Unknown, typing.Sequence[fastmcp.tools.base.Tool]]
fastmcp.apps.app.FastMCPApp._list_tools	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp.add_tool	0	-1	(return)	Return	-	fastmcp.tools.base.Tool
fastmcp.apps.app.FastMCPApp.add_tool	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp.add_tool	0	1	tool	Pos	required	((...) -> typing.Any) | fastmcp.tools.base.Tool
fastmcp.apps.app.FastMCPApp.lifespan	0	-1	(return)	Return	-	typing.AsyncIterator[None]
fastmcp.apps.app.FastMCPApp.lifespan	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp.run	0	-1	(return)	Return	-	None
fastmcp.apps.app.FastMCPApp.run	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp.run	0	1	transport	Pos	optional	typing.Literal['http', 'sse', 'stdio', 'streamable-http'] | None
fastmcp.apps.app.FastMCPApp.run	0	2	kwargs	Kwargs	optional	typing.Any
fastmcp.apps.app.FastMCPApp.tool	0	-1	(return)	Return	-	F
fastmcp.apps.app.FastMCPApp.tool	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp.tool	0	1	name_or_fn	Pos	required	F
fastmcp.apps.app.FastMCPApp.tool	0	2	name	KwOnly	optional	str | None
fastmcp.apps.app.FastMCPApp.tool	0	3	description	KwOnly	optional	str | None
fastmcp.apps.app.FastMCPApp.tool	0	4	model	KwOnly	optional	bool
fastmcp.apps.app.FastMCPApp.tool	0	5	auth	KwOnly	optional	((fastmcp.utilities.authorization.AuthContext) -> typing.Awaitable[bool]) | ((fastmcp.utilities.authorization.AuthContext) -> bool) | list[fastmcp.apps.app.AuthCheck] | None
fastmcp.apps.app.FastMCPApp.tool	0	6	timeout	KwOnly	optional	float | None
fastmcp.apps.app.FastMCPApp.tool	1	-1	(return)	Return	-	[F: (...) -> Any](F) -> F
fastmcp.apps.app.FastMCPApp.tool	1	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp.tool	1	1	name_or_fn	Pos	optional	str | None
fastmcp.apps.app.FastMCPApp.tool	1	2	name	KwOnly	optional	str | None
fastmcp.apps.app.FastMCPApp.tool	1	3	description	KwOnly	optional	str | None
fastmcp.apps.app.FastMCPApp.tool	1	4	model	KwOnly	optional	bool
fastmcp.apps.app.FastMCPApp.tool	1	5	auth	KwOnly	optional	((fastmcp.utilities.authorization.AuthContext) -> typing.Awaitable[bool]) | ((fastmcp.utilities.authorization.AuthContext) -> bool) | list[fastmcp.apps.app.AuthCheck] | None
fastmcp.apps.app.FastMCPApp.tool	1	6	timeout	KwOnly	optional	float | None
fastmcp.apps.app.FastMCPApp.ui	0	-1	(return)	Return	-	F
fastmcp.apps.app.FastMCPApp.ui	0	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp.ui	0	1	name_or_fn	Pos	required	F
fastmcp.apps.app.FastMCPApp.ui	0	2	name	KwOnly	optional	str | None
fastmcp.apps.app.FastMCPApp.ui	0	3	description	KwOnly	optional	str | None
fastmcp.apps.app.FastMCPApp.ui	0	4	title	KwOnly	optional	str | None
fastmcp.apps.app.FastMCPApp.ui	0	5	tags	KwOnly	optional	set[str] | None
fastmcp.apps.app.FastMCPApp.ui	0	6	icons	KwOnly	optional	list[mcp_types._types.Icon] | None
fastmcp.apps.app.FastMCPApp.ui	0	7	annotations	KwOnly	optional	mcp_types._types.ToolAnnotations | None
fastmcp.apps.app.FastMCPApp.ui	0	8	auth	KwOnly	optional	((fastmcp.utilities.authorization.AuthContext) -> typing.Awaitable[bool]) | ((fastmcp.utilities.authorization.AuthContext) -> bool) | list[fastmcp.apps.app.AuthCheck] | None
fastmcp.apps.app.FastMCPApp.ui	0	9	timeout	KwOnly	optional	float | None
fastmcp.apps.app.FastMCPApp.ui	1	-1	(return)	Return	-	[F: (...) -> Any](F) -> F
fastmcp.apps.app.FastMCPApp.ui	1	0	self	Pos	required	fastmcp.apps.app.FastMCPApp
fastmcp.apps.app.FastMCPApp.ui	1	1	name_or_fn	Pos	optional	str | None
fastmcp.apps.app.FastMCPApp.ui	1	2	name	KwOnly	optional	str | None
fastmcp.apps.app.FastMCPApp.ui	1	3	description	KwOnly	optional	str | None
fastmcp.apps.app.FastMCPApp.ui	1	4	title	KwOnly	optional	str | None
fastmcp.apps.app.FastMCPApp.ui	1	5	tags	KwOnly	optional	set[str] | None
fastmcp.apps.app.FastMCPApp.ui	1	6	icons	KwOnly	optional	list[mcp_types._types.Icon] | None
fastmcp.apps.app.FastMCPApp.ui	1	7	annotations	KwOnly	optional	mcp_types._types.ToolAnnotations | None
fastmcp.apps.app.FastMCPApp.ui	1	8	auth	KwOnly	optional	((fastmcp.utilities.authorization.AuthContext) -> typing.Awaitable[bool]) | ((fastmcp.utilities.authorization.AuthContext) -> bool) | list[fastmcp.apps.app.AuthCheck] | None
fastmcp.apps.app.FastMCPApp.ui	1	9	timeout	KwOnly	optional	float | None
fastmcp.apps.app._dispatch_decorator	0	-1	(return)	Return	-	typing.Any
fastmcp.apps.app._dispatch_decorator	0	0	name_or_fn	Pos	required	((...) -> typing.Any) | str | None
fastmcp.apps.app._dispatch_decorator	0	1	name	Pos	required	str | None
fastmcp.apps.app._dispatch_decorator	0	2	register	Pos	required	(typing.Any, str | None) -> typing.Any
fastmcp.apps.app._dispatch_decorator	0	3	decorator_name	Pos	required	str
fastmcp.apps.app._make_resolver	0	-1	(return)	Return	-	typing.Any
fastmcp.apps.app._make_resolver	0	0	app_name	Pos	optional	str | None
fastmcp.apps.app._prefix	0	-1	(return)	Return	-	str
fastmcp.apps.app._prefix	0	0	local_name	Pos	required	str
fastmcp.apps.app._register	0	-1	(return)	Return	-	F
fastmcp.apps.app._register	0	0	fn	Pos	required	F
fastmcp.apps.app._register	0	1	tool_name	Pos	required	str | None
fastmcp.apps.app._resolve_tool_ref	0	-1	(return)	Return	-	typing.Any
fastmcp.apps.app._resolve_tool_ref	0	0	fn	Pos	required	typing.Any
fastmcp.apps.app.decorator	0	-1	(return)	Return	-	F
fastmcp.apps.app.decorator	0	0	fn	Pos	required	F
fastmcp.apps.approval.Approval.__init__	0	-1	(return)	Return	-	None
fastmcp.apps.approval.Approval.__init__	0	0	self	Pos	required	fastmcp.apps.approval.Approval
fastmcp.apps.approval.Approval.__init__	0	1	name	Pos	optional	str
fastmcp.apps.approval.Approval.__init__	0	2	title	KwOnly	optional	str
fastmcp.apps.approval.Approval.__init__	0	3	approve_text	KwOnly	optional	str
fastmcp.apps.approval.Approval.__init__	0	4	reject_text	KwOnly	optional	str
fastmcp.apps.approval.Approval.__init__	0	5	approve_variant	KwOnly	optional	typing.Literal['default', 'destructive', 'info', 'success']
fastmcp.apps.approval.Approval.__init__	0	6	reject_variant	KwOnly	optional	typing.Literal['default', 'destructive', 'info', 'outline', 'success']
fastmcp.apps.approval.Approval.__repr__	0	-1	(return)	Return	-	str
fastmcp.apps.approval.Approval.__repr__	0	0	self	Pos	required	fastmcp.apps.approval.Approval
fastmcp.apps.approval.Approval._register_tools	0	-1	(return)	Return	-	None
fastmcp.apps.approval.Approval._register_tools	0	0	self	Pos	required	fastmcp.apps.approval.Approval
fastmcp.apps.approval.request_approval	0	-1	(return)	Return	-	prefab_ui.app.PrefabApp
fastmcp.apps.approval.request_approval	0	0	summary	Pos	required	str
fastmcp.apps.approval.request_approval	0	1	details	Pos	optional	str | None
fastmcp.apps.approval.request_approval	0	2	title	Pos	optional	str | None
fastmcp.apps.approval.request_approval	0	3	approve_text	Pos	optional	str | None
fastmcp.apps.approval.request_approval	0	4	reject_text	Pos	optional	str | None
fastmcp.apps.approval.request_approval	0	5	approve_variant	Pos	optional	str | None
fastmcp.apps.approval.request_approval	0	6	reject_variant	Pos	optional	str | None
fastmcp.apps.choice.Choice.__init__	0	-1	(return)	Return	-	None
fastmcp.apps.choice.Choice.__init__	0	0	self	Pos	required	fastmcp.apps.choice.Choice
fastmcp.apps.choice.Choice.__init__	0	1	name	Pos	optional	str
fastmcp.apps.choice.Choice.__init__	0	2	title	KwOnly	optional	str
