fastmcp._warnings.FastMCPDeprecationWarning	class	4	0	0	0	0
fastmcp.apps.app.F	attr	48	0	0	0	0
fastmcp.apps.app.FastMCPApp	class	149	0	0	0	0
fastmcp.apps.app.FastMCPApp.__init__	function	158	1	1	0	0
fastmcp.apps.app.FastMCPApp.__repr__	function	165	0	0	0	0
fastmcp.apps.app.FastMCPApp.add_tool	function	373	2	2	0	0
fastmcp.apps.app.FastMCPApp.lifespan	function	431	1	1	0	0
fastmcp.apps.app.FastMCPApp.name	attr	162	1	0	0	1
fastmcp.apps.app.FastMCPApp.run	function	440	3	2	1	0
fastmcp.apps.app.FastMCPApp.tool	function	172	7	7	0	0
fastmcp.apps.app.FastMCPApp.ui	function	265	10	10	0	0
fastmcp.apps.app.logger	attr	46	1	0	0	1
fastmcp.apps.approval.Approval	class	49	0	0	0	0
fastmcp.apps.approval.Approval.__init__	function	79	6	6	0	0
fastmcp.apps.approval.Approval.__repr__	function	101	0	0	0	0
fastmcp.apps.choice.Choice	class	46	0	0	0	0
fastmcp.apps.choice.Choice.__init__	function	63	3	3	0	0
fastmcp.apps.choice.Choice.__repr__	function	77	0	0	0	0
fastmcp.apps.config.AppConfig	class	85	0	0	0	0
fastmcp.apps.config.AppConfig.csp	attr	108	0	0	0	0
fastmcp.apps.config.AppConfig.domain	attr	114	0	0	0	0
fastmcp.apps.config.AppConfig.model_config	attr	122	0	0	0	0
fastmcp.apps.config.AppConfig.permissions	attr	111	0	0	0	0
fastmcp.apps.config.AppConfig.prefers_border	attr	115	0	0	0	0
fastmcp.apps.config.AppConfig.resource_uri	attr	98	0	0	0	0
fastmcp.apps.config.AppConfig.visibility	attr	104	0	0	0	0
fastmcp.apps.config.PrefabAppConfig	class	125	0	0	0	0
fastmcp.apps.config.PrefabAppConfig.model_post_init	function	141	2	1	1	0
fastmcp.apps.config.ResourceCSP	class	21	0	0	0	0
fastmcp.apps.config.ResourceCSP.base_uri_domains	attr	47	0	0	0	0
fastmcp.apps.config.ResourceCSP.connect_domains	attr	29	0	0	0	0
fastmcp.apps.config.ResourceCSP.frame_domains	attr	41	0	0	0	0
fastmcp.apps.config.ResourceCSP.model_config	attr	54	0	0	0	0
fastmcp.apps.config.ResourceCSP.resource_domains	attr	35	0	0	0	0
fastmcp.apps.config.ResourcePermissions	class	57	0	0	0	0
fastmcp.apps.config.ResourcePermissions.camera	attr	66	0	0	0	0
fastmcp.apps.config.ResourcePermissions.clipboard_write	attr	75	0	0	0	0
fastmcp.apps.config.ResourcePermissions.geolocation	attr	72	0	0	0	0
fastmcp.apps.config.ResourcePermissions.microphone	attr	69	0	0	0	0
fastmcp.apps.config.ResourcePermissions.model_config	attr	82	0	0	0	0
fastmcp.apps.config.UI_EXTENSION_ID	attr	18	0	0	0	0
fastmcp.apps.config.app_config_to_meta_dict	function	181	2	2	0	0
fastmcp.apps.config.is_model_visible	function	188	2	2	0	0
fastmcp.apps.file_upload.FileUpload	class	102	0	0	0	0
fastmcp.apps.file_upload.FileUpload.__init__	function	135	5	5	0	0
fastmcp.apps.file_upload.FileUpload.__repr__	function	159	0	0	0	0
fastmcp.apps.file_upload.FileUpload.on_list	function	216	2	2	0	0
fastmcp.apps.file_upload.FileUpload.on_read	function	232	3	3	0	0
fastmcp.apps.file_upload.FileUpload.on_store	function	183	3	3	0	0
fastmcp.apps.form.FormInput	class	88	0	0	0	0
fastmcp.apps.form.FormInput.__init__	function	122	7	7	0	0
fastmcp.apps.form.FormInput.__repr__	function	143	0	0	0	0
fastmcp.apps.generative.GenerativeUI	class	53	0	0	0	0
