cargo_metadata	builder	derive_builder	-
cargo_metadata	default	-	-
cargo_metadata	unstable	-	-
ra_ap_base_db	default	-	-
ra_ap_base_db	in-rust-tree	-	-
ra_ap_hir	in-rust-tree	hir-expand/in-rust-tree	-
ra_ap_ide	in-rust-tree	-	-
ra_ap_load-cargo	in-rust-tree	hir-expand/in-rust-tree,proc-macro-api/in-rust-tree	-
ra_ap_paths	serde1	camino/serde1	-
ra_ap_project_model	default	-	-
ra_ap_project_model	in-rust-tree	-	-
ra_ap_span	default	salsa	-
ra_ap_span	in-rust-tree	-	-
ra_ap_syntax	default	-	-
ra_ap_syntax	in-rust-tree	-	-
rustdoc-types	default	-	-
rustdoc-types	rkyv_0_8	dep:rkyv	-
rustdoc-types	rustc-hash	dep:rustc-hash	-
