cargo_metadata::CargoOpt	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	2	Cargo features flags
cargo_metadata::CrateType	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	11	Similar to `kind`, but only reports the [Cargo crate types](https://doc.rust-lang.org/cargo/reference/cargo-targets.html#the-crate-type-field):
cargo_metadata::DepKindInfo	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	6	Information about a dependency kind.
cargo_metadata::DepKindInfoBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	4	Builder for [`DepKindInfo`](struct.DepKindInfo.html).
cargo_metadata::DepKindInfoBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	4	Error type for DepKindInfoBuilder
cargo_metadata::Edition	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	11	The Rust edition
cargo_metadata::FeatureName	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	15	Feature name newtype
cargo_metadata::Metadata	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	1	10	Starting point for metadata returned by `cargo metadata`
cargo_metadata::MetadataBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	11	Builder for [`Metadata`](struct.Metadata.html).
cargo_metadata::MetadataBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	4	Error type for MetadataBuilder
cargo_metadata::MetadataCommand	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	16	A builder for configuring `cargo metadata` invocation.
cargo_metadata::Node	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	6	A node in a dependencies graph
cargo_metadata::NodeBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	6	Builder for [`Node`](struct.Node.html).
cargo_metadata::NodeBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	4	Error type for NodeBuilder
cargo_metadata::NodeDep	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	6	A dependency in a node
cargo_metadata::NodeDepBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	5	Builder for [`NodeDep`](struct.NodeDep.html).
cargo_metadata::NodeDepBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	4	Error type for NodeDepBuilder
cargo_metadata::Package	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	8	One or more crates described by a single `Cargo.toml`
cargo_metadata::PackageBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	27	Builder for [`Package`](struct.Package.html).
cargo_metadata::PackageBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	4	Error type for PackageBuilder
cargo_metadata::PackageId	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	9	An "opaque" identifier for a package.
cargo_metadata::PackageName	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	15	Package name newtype
cargo_metadata::Resolve	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	7	A dependency graph
cargo_metadata::ResolveBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	4	Builder for [`Resolve`](struct.Resolve.html).
cargo_metadata::ResolveBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	4	Error type for ResolveBuilder
cargo_metadata::Source	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	8	The source of a package such as crates.io.
cargo_metadata::Target	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	18	A single target (lib, bin, example, ...) provided by a crate
cargo_metadata::TargetBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	11	Builder for [`Target`](struct.Target.html).
cargo_metadata::TargetBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	4	Error type for TargetBuilder
cargo_metadata::TargetKind	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	11	Kind of target.
cargo_metadata::WorkspaceDefaultMembers	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.md	0	10	A list of default workspace members.
cargo_metadata::dependency::Dependency	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.dependency.md	1	6	A dependency of the main crate
cargo_metadata::dependency::DependencyBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.dependency.md	1	13	Builder for [`Dependency`](struct.Dependency.html).
cargo_metadata::dependency::DependencyBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.dependency.md	0	0	Error type for DependencyBuilder
cargo_metadata::dependency::DependencyKind	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.dependency.md	1	8	Dependencies can come in three kinds
cargo_metadata::diagnostic::Applicability	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	6	Whether a suggestion can be safely applied.
cargo_metadata::diagnostic::Diagnostic	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	7	A diagnostic message generated by rustc
cargo_metadata::diagnostic::DiagnosticBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	8	Builder for [`Diagnostic`](struct.Diagnostic.html).
cargo_metadata::diagnostic::DiagnosticBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	4	Error type for DiagnosticBuilder
cargo_metadata::diagnostic::DiagnosticCode	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	6	The error code associated to this diagnostic.
cargo_metadata::diagnostic::DiagnosticCodeBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	4	Builder for [`DiagnosticCode`](struct.DiagnosticCode.html).
cargo_metadata::diagnostic::DiagnosticCodeBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	4	Error type for DiagnosticCodeBuilder
cargo_metadata::diagnostic::DiagnosticLevel	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	6	The diagnostic level
cargo_metadata::diagnostic::DiagnosticSpan	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	6	A section of the source code associated with a Diagnostic
cargo_metadata::diagnostic::DiagnosticSpanBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	15	Builder for [`DiagnosticSpan`](struct.DiagnosticSpan.html).
cargo_metadata::diagnostic::DiagnosticSpanBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	4	Error type for DiagnosticSpanBuilder
cargo_metadata::diagnostic::DiagnosticSpanLine	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	6	A line of code associated with the Diagnostic
cargo_metadata::diagnostic::DiagnosticSpanLineBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	5	Builder for [`DiagnosticSpanLine`](struct.DiagnosticSpanLine.html).
cargo_metadata::diagnostic::DiagnosticSpanLineBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	4	Error type for DiagnosticSpanLineBuilder
cargo_metadata::diagnostic::DiagnosticSpanMacroExpansion	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	6	Macro expansion information associated with a diagnostic.
cargo_metadata::diagnostic::DiagnosticSpanMacroExpansionBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	5	Builder for [`DiagnosticSpanMacroExpansion`](struct.DiagnosticSpanMacroExpansion.html).
cargo_metadata::diagnostic::DiagnosticSpanMacroExpansionBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.diagnostic.md	0	4	Error type for DiagnosticSpanMacroExpansionBuilder
cargo_metadata::errors::Error	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.errors.md	1	7	Error returned when executing/parsing `cargo metadata` fails.
cargo_metadata::errors::Result	type_alias	cargo_metadata	cargo-metadata	api/cargo_metadata.errors.md	1	0	Custom result type for `cargo_metadata::Error`
cargo_metadata::libtest::SuiteEvent	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.libtest.md	0	4	Suite related event Suite event
cargo_metadata::libtest::TestEvent	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.libtest.md	0	6	Test event
cargo_metadata::libtest::TestMessage	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.libtest.md	1	4	Represents the output of `cargo test -- -Zunstable-options --report-time --show-output --format json`.
cargo_metadata::messages::Artifact	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	6	A compiler-generated file.
cargo_metadata::messages::ArtifactBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	10	Builder for [`Artifact`](struct.Artifact.html).
cargo_metadata::messages::ArtifactBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	0	0	Error type for ArtifactBuilder
cargo_metadata::messages::ArtifactDebuginfo	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	8	The kind of debug information included in the artifact.
cargo_metadata::messages::ArtifactProfile	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	6	Profile settings used to determine which compiler flags to use for a target.
cargo_metadata::messages::ArtifactProfileBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	7	Builder for [`ArtifactProfile`](struct.ArtifactProfile.html).
cargo_metadata::messages::ArtifactProfileBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	0	0	Error type for ArtifactProfileBuilder
cargo_metadata::messages::BuildFinished	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	6	Final result of a build.
cargo_metadata::messages::BuildFinishedBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	3	Builder for [`BuildFinished`](struct.BuildFinished.html).
cargo_metadata::messages::BuildFinishedBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	0	0	Error type for BuildFinishedBuilder
cargo_metadata::messages::BuildScript	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	6	Output of a build script execution.
cargo_metadata::messages::BuildScriptBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	8	Builder for [`BuildScript`](struct.BuildScript.html).
cargo_metadata::messages::BuildScriptBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	0	0	Error type for BuildScriptBuilder
cargo_metadata::messages::CompilerMessage	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	7	Message left by the compiler
cargo_metadata::messages::CompilerMessageBuilder	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	5	Builder for [`CompilerMessage`](struct.CompilerMessage.html).
cargo_metadata::messages::CompilerMessageBuilderError	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	0	0	Error type for CompilerMessageBuilder
cargo_metadata::messages::Message	enum	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	7	A cargo message
cargo_metadata::messages::MessageIter	struct	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	1	An iterator of Messages.
cargo_metadata::messages::parse_messages	function	cargo_metadata	cargo-metadata	api/cargo_metadata.messages.md	1	0	Creates an iterator of Message from a Read outputting a stream of JSON messages. For usage information, look at the top-level documentation.
ra_ap_base_db::CrateWorkspaceData	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	5	Crate related data shared by the whole workspace.
ra_ap_base_db::DEFAULT_BORROWCK_LRU_CAP	constant	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	0	
ra_ap_base_db::DEFAULT_FILE_TEXT_LRU_CAP	constant	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	0	
ra_ap_base_db::DEFAULT_PARSE_LRU_CAP	constant	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	0	
ra_ap_base_db::DbPanicContext	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	2	
ra_ap_base_db::FileSourceRootInput	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	19	
ra_ap_base_db::FileText	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	21	
ra_ap_base_db::Files	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	9	
ra_ap_base_db::FxIndexMap	type_alias	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	0	
ra_ap_base_db::FxIndexSet	type_alias	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	0	
ra_ap_base_db::LibraryRoots	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	21	The set of roots for crates.io libraries. Files in libraries are assumed to never change.
ra_ap_base_db::LocalRoots	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	21	The set of "local" (that is, from the current workspace) roots. Files in local roots are assumed to change frequently.
ra_ap_base_db::Nonce	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	7	
ra_ap_base_db::SourceDatabase	trait	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	10	
ra_ap_base_db::SourceRootInput	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	19	
ra_ap_base_db::all_crates	function	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	0	Returns the crates in topological order.
ra_ap_base_db::change::FileChange	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.change.md	2	6	Encapsulate a bunch of raw `.set` calls on the database.
ra_ap_base_db::editioned_file_id::EditionedFileId	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.editioned_file_id.md	2	25	
ra_ap_base_db::impl_intern_key	macro	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	0	
ra_ap_base_db::input::BuiltCrateData	type_alias	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	0	
ra_ap_base_db::input::BuiltDependency	type_alias	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	0	
ra_ap_base_db::input::Crate	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	2	32	
ra_ap_base_db::input::CrateBuilder	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	3	
ra_ap_base_db::input::CrateBuilderId	type_alias	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	0	
ra_ap_base_db::input::CrateData	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	0	0	
ra_ap_base_db::input::CrateDataBuilder	type_alias	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	0	
ra_ap_base_db::input::CrateDisplayName	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	10	
ra_ap_base_db::input::CrateGraphBuilder	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	2	12	
ra_ap_base_db::input::CrateName	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	9	
ra_ap_base_db::input::CrateOrigin	enum	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	7	Origin of the crates.
ra_ap_base_db::input::CratesIdMap	type_alias	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	0	
ra_ap_base_db::input::CratesMap	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	2	The mapping from [`UniqueCrateData`] to their [`Crate`] input.
ra_ap_base_db::input::CyclicDependenciesError	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	0	0	The crate graph had a cycle. This is typically a bug, and rust-analyzer logs a warning when it encounters a cycle. Generally rust-analyzer will continue working OK in the presence of cycle, but it's better to have an accurate crate graph.
ra_ap_base_db::input::Dependency	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	0	0	
ra_ap_base_db::input::DependencyBuilder	type_alias	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	0	
ra_ap_base_db::input::Env	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	12	
ra_ap_base_db::input::ExtraCrateData	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	3	Crate data unrelated to analysis.
ra_ap_base_db::input::LangCrateOrigin	enum	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	6	
ra_ap_base_db::input::ProcMacroLoadingError	enum	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	6	
ra_ap_base_db::input::ProcMacroPaths	type_alias	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	0	
ra_ap_base_db::input::ReleaseChannel	enum	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	8	
ra_ap_base_db::input::SourceRoot	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	2	9	Files are grouped into source roots. A source root is a directory on the file systems which is watched for changes. Typically it corresponds to a Rust crate. Source roots *might* be nested: in this case, a file belongs to the nearest enclo…
ra_ap_base_db::input::SourceRootId	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	2	6	
ra_ap_base_db::input::UniqueCrateData	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.input.md	1	4	The crate data from which we derive the `Crate`.
ra_ap_base_db::relevant_crates	function	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	0	
ra_ap_base_db::set_all_crates_with_durability	function	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	0	
ra_ap_base_db::source_root_crates	function	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	0	Crates whose root file is in `id`.
ra_ap_base_db::target::Arch	enum	ra_ap_base_db	project-load	api/ra_ap_base_db.target.md	0	4	
ra_ap_base_db::target::TargetData	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.target.md	0	4	
ra_ap_base_db::target::TargetLoadError	struct	ra_ap_base_db	project-load	api/ra_ap_base_db.target.md	0	7	
ra_ap_base_db::target::TargetLoadResult	type_alias	ra_ap_base_db	project-load	api/ra_ap_base_db.target.md	0	0	
ra_ap_base_db::toolchain_channel	function	ra_ap_base_db	project-load	api/ra_ap_base_db.md	0	0	
ra_ap_hir::Access	enum	ra_ap_hir	hir	api/ra_ap_hir.md	0	3	
ra_ap_hir::Adjust	enum	ra_ap_hir	hir	api/ra_ap_hir.md	0	4	
ra_ap_hir::Adjustment	struct	ra_ap_hir	hir	api/ra_ap_hir.md	0	3	
ra_ap_hir::Adt	enum	ra_ap_hir	hir	api/ra_ap_hir.md	0	21	A Data Type
ra_ap_hir::AnonConst	struct	ra_ap_hir	hir	api/ra_ap_hir.md	0	8	
ra_ap_hir::AsAssocItem	trait	ra_ap_hir	hir	api/ra_ap_hir.md	0	1	
ra_ap_hir::AsExternAssocItem	trait	ra_ap_hir	hir	api/ra_ap_hir.md	0	1	
