aho_corasick::ahocorasick::AhoCorasick	struct	aho-corasick	engine	api/aho_corasick.ahocorasick.md	1	32	An automaton for searching multiple strings in linear time.
aho_corasick::ahocorasick::AhoCorasickBuilder	struct	aho-corasick	engine	api/aho_corasick.ahocorasick.md	1	12	A builder for configuring an Aho-Corasick automaton.
aho_corasick::ahocorasick::AhoCorasickKind	enum	aho-corasick	engine	api/aho_corasick.ahocorasick.md	1	3	The type of Aho-Corasick implementation to use in an [`AhoCorasick`] searcher.
aho_corasick::ahocorasick::FindIter	struct	aho-corasick	engine	api/aho_corasick.ahocorasick.md	1	2	An iterator of non-overlapping matches in a particular haystack.
aho_corasick::ahocorasick::FindOverlappingIter	struct	aho-corasick	engine	api/aho_corasick.ahocorasick.md	1	2	An iterator of overlapping matches in a particular haystack.
aho_corasick::ahocorasick::StreamFindIter	struct	aho-corasick	engine	api/aho_corasick.ahocorasick.md	1	2	An iterator that reports Aho-Corasick matches in a stream.
aho_corasick::automaton::Automaton	trait	aho-corasick	engine	api/aho_corasick.automaton.md	0	26	A trait that abstracts over Aho-Corasick automata.
aho_corasick::automaton::FindIter	struct	aho-corasick	engine	api/aho_corasick.automaton.md	0	2	An iterator of non-overlapping matches in a particular haystack.
aho_corasick::automaton::FindOverlappingIter	struct	aho-corasick	engine	api/aho_corasick.automaton.md	0	2	An iterator of overlapping matches in a particular haystack.
aho_corasick::automaton::OverlappingState	struct	aho-corasick	engine	api/aho_corasick.automaton.md	0	4	Represents the current state of an overlapping search.
aho_corasick::automaton::StreamFindIter	struct	aho-corasick	engine	api/aho_corasick.automaton.md	0	2	An iterator that reports matches in a stream.
aho_corasick::automaton::private::Sealed	trait	aho-corasick	engine	api/aho_corasick.automaton.private.md	0	0	
aho_corasick::dfa::Builder	struct	aho-corasick	engine	api/aho_corasick.dfa.md	0	11	A builder for configuring an Aho-Corasick DFA.
aho_corasick::dfa::DFA	struct	aho-corasick	engine	api/aho_corasick.dfa.md	0	19	A DFA implementation of Aho-Corasick.
aho_corasick::nfa::contiguous::Builder	struct	aho-corasick	engine	api/aho_corasick.nfa.contiguous.md	0	11	A builder for configuring an Aho-Corasick contiguous NFA.
aho_corasick::nfa::contiguous::NFA	struct	aho-corasick	engine	api/aho_corasick.nfa.contiguous.md	0	19	A contiguous NFA implementation of Aho-Corasick.
