fix	expandEnd	Relation	optional	
fix	expandStart	Relation	optional	
fix	template	string	required	
fix	title	string,null	optional	
labels	message	string,null	optional	
labels	style	LabelStyle	required	
range	end	SerializablePosition	required	end position in the source code
range	start	SerializablePosition	required	start position in the source code
relation	all	array	optional	A list of sub rules and matches a node if all of sub rules match
relation	any	array	optional	A list of sub rules and matches a node if any of sub rules match
relation	field	string,null	optional	
relation	follows	Relation	optional	`follows` accepts a relational rule object
relation	has	Relation	optional	`has` accepts a relational rule object
relation	inside	Relation	optional	`inside` accepts a relational rule object
relation	kind	string	optional	The kind name of the node to match
relation	matches	SerializableMatches	optional	A utility rule id or parameterized utility call object
relation	not	SerializableRule	optional	A single sub-rule and matches a node if the sub rule does not match.
relation	nthChild	SerializableNthChild	optional	`nth_child` accepts number, string or object
relation	pattern	PatternStyle	optional	A pattern string or a pattern object.
relation	precedes	Relation	optional	`precedes` accepts a relational rule object
relation	range	SerializableRange	optional	`range` accepts a range object
relation	regex	string	optional	A Rust regular expression to match the node's text
relation	stopBy	SerializableStopBy	optional	
rewriter	constraints	object,null	optional	Additional meta variables pattern to filter matching
rewriter	fix	SerializableFixer	required	A pattern string or a FixConfig object to auto fix the issue
rewriter	id	string	required	Unique, descriptive identifier, e.g., no-unused-variable
rewriter	rule	SerializableRule	required	A rule object to find matching AST nodes
rewriter	transform	object,null	optional	A dictionary for metavariable manipulation
rewriter	utils	object,null	optional	Utility rules that can be used in `matches`
ruleFile	constraints	object,null	optional	Additional meta variables pattern to filter matching
ruleFile	files	array,null	optional	Glob patterns to specify that the rule only applies to matching files
ruleFile	fix	oneOf	optional	A pattern string or a FixConfig object to auto fix the issue
ruleFile	id	string	optional	Unique, descriptive identifier, e.g., no-unused-variable
ruleFile	ignores	array,null	optional	Glob patterns that exclude rules from applying to files
ruleFile	labels	object,null	optional	Custom label dictionary to configure reporting
ruleFile	language	Language	required	Specify the language to parse and the file extension to include in matching.
ruleFile	message	string	optional	Main message highlighting why this rule fired
ruleFile	metadata	oneOf	optional	Extra information for the rule
ruleFile	note	string,null	optional	Additional notes to elaborate the message and provide potential fix to the issue
ruleFile	rewriters	array,null	optional	Rewrite rules for `rewrite` transformation
ruleFile	rule	SerializableRule	required	A rule object to find matching AST nodes
ruleFile	severity	Severity	optional	One of: hint, info, warning, or error
ruleFile	transform	object,null	optional	A dictionary for metavariable manipulation
ruleFile	url	string,null	optional	Documentation link to this rule
ruleFile	utils	object,null	optional	Utility rules that can be used in `matches`
ruleObject	all	array	optional	A list of sub rules and matches a node if all of sub rules match
ruleObject	any	array	optional	A list of sub rules and matches a node if any of sub rules match
ruleObject	follows	Relation	optional	`follows` accepts a relational rule object
ruleObject	has	Relation	optional	`has` accepts a relational rule object
ruleObject	inside	Relation	optional	`inside` accepts a relational rule object
ruleObject	kind	string	optional	The kind name of the node to match
ruleObject	matches	SerializableMatches	optional	A utility rule id or parameterized utility call object
ruleObject	not	SerializableRule	optional	A single sub-rule and matches a node if the sub rule does not match.
ruleObject	nthChild	SerializableNthChild	optional	`nth_child` accepts number, string or object
ruleObject	pattern	PatternStyle	optional	A pattern string or a pattern object.
ruleObject	precedes	Relation	optional	`precedes` accepts a relational rule object
ruleObject	range	SerializableRange	optional	`range` accepts a range object
ruleObject	regex	string	optional	A Rust regular expression to match the node's text
transform.convert	separatedBy	array,null	optional	optional separators to specify how to separate word
transform.convert	source	string	required	source meta variable to be transformed
transform.convert	toCase	StringCase	required	the target case format to convert the text content to
transform.replace	by	string	required	the replacement string
transform.replace	replace	string	required	a regex to find substring to be replaced
transform.replace	source	string	required	source meta variable to be transformed
transform.rewrite	joinBy	string,null	optional	
transform.rewrite	rewriters	array	required	
transform.rewrite	source	string	required	
transform.substring	endChar	integer,null	optional	optional ending character index of the substring, defaults to the end of the string.
transform.substring	source	string	required	source meta variable to be transformed
transform.substring	startChar	integer,null	optional	optional starting character index of the substring, defaults to 0.
