annotate_snippets::level::Level	message	-	fn message(self, text: impl Into<Cow<'a, str>>) -> Message<'a>	A text [`Element`][crate::Element] in a [`Group`][crate::Group]
annotate_snippets::level::Level	no_name	-	fn no_name(self) -> Level<'a>	Do not show the [`Level`]s name
annotate_snippets::level::Level	primary_title	-	fn primary_title(self, text: impl Into<Cow<'a, str>>) -> Title<'a>	For the primary, or root cause, [`Group`][crate::Group] (the first) in a [`Report`][crate::Report]
annotate_snippets::level::Level	secondary_title	-	fn secondary_title(self, text: impl Into<Cow<'a, str>>) -> Title<'a>	For any secondary, or context, [`Group`][crate::Group]s (subsequent) in a [`Report`][crate::Report]
annotate_snippets::level::Level	with_name	-	fn with_name(self, name: impl Into<OptionCow<'a>>) -> Level<'a>	Replace the name describing this [`Level`]
annotate_snippets::renderer::Renderer	addition	-	const fn addition(self, style: Style) -> Self	Override the output style for [`Patch`][crate::Patch] additions
annotate_snippets::renderer::Renderer	anonymized_line_numbers	-	const fn anonymized_line_numbers(self, anonymized_line_numbers: bool) -> Self	Anonymize line numbers
annotate_snippets::renderer::Renderer	context	-	const fn context(self, style: Style) -> Self	Override the output style for [`AnnotationKind::Context`][crate::AnnotationKind::Context]
annotate_snippets::renderer::Renderer	cut_indicator	-	const fn cut_indicator(self, cut: &'static str) -> Self	Set the string used for when a long line is cut.
annotate_snippets::renderer::Renderer	decor_style	-	const fn decor_style(self, decor_style: DecorStyle) -> Self	Set the character set used for rendering decor
annotate_snippets::renderer::Renderer	emphasis	-	const fn emphasis(self, style: Style) -> Self	Override the output style for emphasis for the [`primary_title`][crate::Level::primary_title]
annotate_snippets::renderer::Renderer	error	-	const fn error(self, style: Style) -> Self	Override the output style for [error][crate::Level::ERROR]
annotate_snippets::renderer::Renderer	help	-	const fn help(self, style: Style) -> Self	Override the output style for [help][crate::Level::HELP]
annotate_snippets::renderer::Renderer	hyperlink	-	const fn hyperlink(self, hyperlink: bool) -> Self	
annotate_snippets::renderer::Renderer	info	-	const fn info(self, style: Style) -> Self	Override the output style for [info][crate::Level::INFO]
annotate_snippets::renderer::Renderer	line_num	-	const fn line_num(self, style: Style) -> Self	Override the output style for line numbers in the [`Snippet`][crate::Snippet] gutter
annotate_snippets::renderer::Renderer	none	-	const fn none(self, style: Style) -> Self	Override the output style for all other text
annotate_snippets::renderer::Renderer	note	-	const fn note(self, style: Style) -> Self	Override the output style for [notes][crate::Level::NOTE]
annotate_snippets::renderer::Renderer	plain	-	const fn plain() -> Self	No terminal styling
annotate_snippets::renderer::Renderer	removal	-	const fn removal(self, style: Style) -> Self	Override the output style for [`Patch`][crate::Patch] removals
annotate_snippets::renderer::Renderer	render	-	fn render(&self, groups: Report<'_>) -> String	Render a diagnostic [`Report`]
annotate_snippets::renderer::Renderer	short_message	-	const fn short_message(self, short_message: bool) -> Self	Abbreviate the message
annotate_snippets::renderer::Renderer	styled	-	const fn styled() -> Self	Default terminal styling
annotate_snippets::renderer::Renderer	term_width	-	const fn term_width(self, term_width: usize) -> Self	Set the width to render within
annotate_snippets::renderer::Renderer	warning	-	const fn warning(self, style: Style) -> Self	Override the output style for [warnings][crate::Level::WARNING]
annotate_snippets::snippet::Annotation	hide_snippet	-	fn hide_snippet(self, yes: bool) -> Self	
annotate_snippets::snippet::Annotation	highlight_source	-	fn highlight_source(self, highlight_source: bool) -> Self	Style the source according to the [`AnnotationKind`]
annotate_snippets::snippet::Annotation	label	-	fn label(self, label: impl Into<OptionCow<'a>>) -> Self	Describe the reason the span is highlighted
annotate_snippets::snippet::AnnotationKind	span	-	fn span<'a>(self, span: Range<usize>) -> Annotation<'a>	Annotate a byte span within [`Snippet`]
annotate_snippets::snippet::Element	from	core::convert::From	fn from(value: Message<'a>) -> Self	
annotate_snippets::snippet::Element	from	core::convert::From	fn from(value: Origin<'a>) -> Self	
annotate_snippets::snippet::Element	from	core::convert::From	fn from(value: Padding) -> Self	
annotate_snippets::snippet::Element	from	core::convert::From	fn from(value: Snippet<'a, Annotation<'a>>) -> Self	
annotate_snippets::snippet::Element	from	core::convert::From	fn from(value: Snippet<'a, Patch<'a>>) -> Self	
annotate_snippets::snippet::Group	element	-	fn element(self, section: impl Into<Element<'a>>) -> Self	Append an [`Element`] that adds context to the [`Title`]
annotate_snippets::snippet::Group	elements	-	fn elements(self, sections: impl IntoIterator<Item = impl Into<Element<'a>>>) -> Self	Append [`Element`]s that adds context to the [`Title`]
annotate_snippets::snippet::Group	is_empty	-	fn is_empty(&self) -> bool	
annotate_snippets::snippet::Group	lineno_offset	-	fn lineno_offset(self, offset: usize) -> Self	Add an offset used for aligning the header sigil (`-->`) with the line number separators.
annotate_snippets::snippet::Group	with_level	-	fn with_level(level: Level<'a>) -> Self	Create a title-less group with a primary [`Level`] for [`AnnotationKind::Primary`]
annotate_snippets::snippet::Group	with_title	-	fn with_title(title: Title<'a>) -> Self	Create group with a [`Title`], deriving [`AnnotationKind::Primary`] from its [`Level`]
annotate_snippets::snippet::OptionCow	from	core::convert::From	fn from(value: &'a Cow<'a, str>) -> Self	
annotate_snippets::snippet::OptionCow	from	core::convert::From	fn from(value: &'a String) -> Self	
annotate_snippets::snippet::OptionCow	from	core::convert::From	fn from(value: &'a str) -> Self	
annotate_snippets::snippet::OptionCow	from	core::convert::From	fn from(value: Cow<'a, str>) -> Self	
annotate_snippets::snippet::OptionCow	from	core::convert::From	fn from(value: Option<T>) -> Self	
annotate_snippets::snippet::OptionCow	from	core::convert::From	fn from(value: String) -> Self	
annotate_snippets::snippet::Origin	cell_index	-	fn cell_index(self, index: Option<usize>) -> Self	Attach a Jupyter notebook cell index.
annotate_snippets::snippet::Origin	char_column	-	fn char_column(self, char_column: usize) -> Self	Set the default column to display
annotate_snippets::snippet::Origin	from	core::convert::From	fn from(origin: Cow<'a, str>) -> Self	
annotate_snippets::snippet::Origin	line	-	fn line(self, line: usize) -> Self	Set the default line number to display
annotate_snippets::snippet::Origin	path	-	fn path(path: impl Into<Cow<'a, str>>) -> Self	<div class="warning">
annotate_snippets::snippet::Patch	new	-	fn new(span: Range<usize>, replacement: impl Into<Cow<'a, str>>) -> Self	Splice `replacement` into the [`Snippet`] at the specified byte span
annotate_snippets::snippet::Snippet	annotation	-	fn annotation(self, annotation: Annotation<'a>) -> Snippet<'a, Annotation<'a>>	Highlight and describe a span of text within the [`source`][Self::source]
annotate_snippets::snippet::Snippet	annotations	-	fn annotations(self, annotation: impl IntoIterator<Item = Annotation<'a>>) -> Self	Highlight and describe spans of text within the [`source`][Self::source]
annotate_snippets::snippet::Snippet	cell_index	-	fn cell_index(self, index: Option<usize>) -> Self	Attach a Jupyter notebook cell index.
annotate_snippets::snippet::Snippet	fold	-	fn fold(self, fold: bool) -> Self	Control whether lines without [`Annotation`]s are shown
annotate_snippets::snippet::Snippet	line_start	-	fn line_start(self, line_start: usize) -> Self	When manually [`fold`][Self::fold]ing, the [`source`][Self::source]s line offset from the original start
annotate_snippets::snippet::Snippet	patch	-	fn patch(self, patch: Patch<'a>) -> Snippet<'a, Patch<'a>>	Suggest to the user an edit to the [`source`][Self::source]
