-	pytest-fixture-autouse	-	None	Preview	0.16.5	crates/ruff_linter/src/rules/ruff/rules/pytest_fixture_autouse.rs	ruff_linter::codes::Rule::PytestFixtureAutouse
A001	builtin-variable-shadowing	flake8-builtins	None	Stable	v0.0.48	crates/ruff_linter/src/rules/flake8_builtins/rules/builtin_variable_shadowing.rs	ruff_linter::codes::Rule::BuiltinVariableShadowing
A002	builtin-argument-shadowing	flake8-builtins	None	Stable	v0.0.48	crates/ruff_linter/src/rules/flake8_builtins/rules/builtin_argument_shadowing.rs	ruff_linter::codes::Rule::BuiltinArgumentShadowing
A003	builtin-attribute-shadowing	flake8-builtins	None	Stable	v0.0.48	crates/ruff_linter/src/rules/flake8_builtins/rules/builtin_attribute_shadowing.rs	ruff_linter::codes::Rule::BuiltinAttributeShadowing
A004	builtin-import-shadowing	flake8-builtins	None	Stable	0.8.0	crates/ruff_linter/src/rules/flake8_builtins/rules/builtin_import_shadowing.rs	ruff_linter::codes::Rule::BuiltinImportShadowing
A005	stdlib-module-shadowing	flake8-builtins	None	Stable	0.9.0	crates/ruff_linter/src/rules/flake8_builtins/rules/stdlib_module_shadowing.rs	ruff_linter::codes::Rule::StdlibModuleShadowing
A006	builtin-lambda-argument-shadowing	flake8-builtins	None	Stable	0.9.0	crates/ruff_linter/src/rules/flake8_builtins/rules/builtin_lambda_argument_shadowing.rs	ruff_linter::codes::Rule::BuiltinLambdaArgumentShadowing
AIR001	airflow-variable-name-task-id-mismatch	Airflow	None	Stable	v0.0.271	crates/ruff_linter/src/rules/airflow/rules/task_variable_name.rs	ruff_linter::codes::Rule::AirflowVariableNameTaskIdMismatch
AIR002	airflow-dag-no-schedule-argument	Airflow	None	Stable	0.13.0	crates/ruff_linter/src/rules/airflow/rules/dag_schedule_argument.rs	ruff_linter::codes::Rule::AirflowDagNoScheduleArgument
AIR003	airflow-variable-get-outside-task	Airflow	None	Preview	0.15.6	crates/ruff_linter/src/rules/airflow/rules/variable_get_outside_task.rs	ruff_linter::codes::Rule::AirflowVariableGetOutsideTask
AIR004	airflow-task-branch-as-short-circuit	Airflow	None	Preview	0.15.12	crates/ruff_linter/src/rules/airflow/rules/task_branch_as_short_circuit.rs	ruff_linter::codes::Rule::AirflowTaskBranchAsShortCircuit
AIR201	airflow-xcom-pull-in-template-string	Airflow	Sometimes	Preview	0.15.11	crates/ruff_linter/src/rules/airflow/rules/xcom_pull_in_template_string.rs	ruff_linter::codes::Rule::AirflowXcomPullInTemplateString
AIR202	airflow-task-implicit-multiple-outputs	Airflow	Always	Preview	0.15.14	crates/ruff_linter/src/rules/airflow/rules/task_implicit_multiple_outputs.rs	ruff_linter::codes::Rule::AirflowTaskImplicitMultipleOutputs
AIR301	airflow3-removal	Airflow	Sometimes	Stable	0.13.0	crates/ruff_linter/src/rules/airflow/rules/removal_in_3.rs	ruff_linter::codes::Rule::Airflow3Removal
AIR302	airflow3-moved-to-provider	Airflow	Sometimes	Stable	0.13.0	crates/ruff_linter/src/rules/airflow/rules/moved_to_provider_in_3.rs	ruff_linter::codes::Rule::Airflow3MovedToProvider
AIR303	airflow3-incompatible-function-signature	Airflow	None	Stable	0.16.0	crates/ruff_linter/src/rules/airflow/rules/function_signature_change_in_3.rs	ruff_linter::codes::Rule::Airflow3IncompatibleFunctionSignature
AIR304	airflow3-dag-dynamic-value	Airflow	None	Preview	0.15.6	crates/ruff_linter/src/rules/airflow/rules/runtime_value_in_dag_or_task.rs	ruff_linter::codes::Rule::Airflow3DagDynamicValue
