pyrefly	(top level)	Options	--color	<COLOR>	Control whether colored output is used [env: PYREFLY_COLOR=] [default:
pyrefly	(top level)	Options	--help	-	Print help
pyrefly	(top level)	Options	--threads	<THREADS>	Number of threads to use for parallelization. Setting the value to 1
pyrefly	(top level)	Options	--verbose	-	Enable verbose logging [env: PYREFLY_VERBOSE=]
pyrefly	(top level)	Options	--version	-	Print version
pyrefly	bazel-check	Options	--color	<COLOR>	Control whether colored output is used [env: PYREFLY_COLOR=]
pyrefly	bazel-check	Options	--help	-	Print help
pyrefly	bazel-check	Options	--min-severity	<MIN_SEVERITY>	Minimum severity level for errors to be displayed. Errors below
pyrefly	bazel-check	Options	--output	<FILE>	Path to output JSON file containing Pyrefly type check results
pyrefly	bazel-check	Options	--threads	<THREADS>	Number of threads to use for parallelization. Setting the value
pyrefly	bazel-check	Options	--verbose	-	Enable verbose logging [env: PYREFLY_VERBOSE=]
pyrefly	buck-check	Options	--check-dependencies	-	Also check dependency files, which are normally only used for import resolution
pyrefly	buck-check	Options	--color	<COLOR>	Control whether colored output is used
pyrefly	buck-check	Options	--help	-	Print help (see a summary with '-h')
pyrefly	buck-check	Options	--min-severity	<MIN_SEVERITY>	Minimum severity level for errors to be displayed. Errors below this severity will not be
pyrefly	buck-check	Options	--output	<FILE>	Path to output JSON file containing Pyrefly type check results
pyrefly	buck-check	Options	--progress-bar	<PROGRESS_BAR>	Set the progress bar style. `interactive` shows a visual progress bar. `simple` prints
pyrefly	buck-check	Options	--report-pysa	<OUTPUT_DIR>	Generate Pysa-compatible output files for each module
pyrefly	buck-check	Options	--report-pysa-format	<REPORT_PYSA_FORMAT>	Format for pysa report output (json or capnp)
pyrefly	buck-check	Options	--skip-dependency-modules	<REGEX>	When checking dependencies (`--check-dependencies`), skip type-checking dependency modules
pyrefly	buck-check	Options	--threads	<THREADS>	Number of threads to use for parallelization. Setting the value to 1 implies sequential
pyrefly	buck-check	Options	--verbose	-	Enable verbose logging
pyrefly	check	Behavior	--check-all	-	Check all reachable modules, not just the ones that are passed in explicitly on CLI
pyrefly	check	Behavior	--expectations	-	Check against any `E:` lines in the file
pyrefly	check	Behavior	--remove-unused-ignores	[=<KIND>]	Remove unused ignores from the input files, optionally selecting `pyrefly`, `type`, or
pyrefly	check	Behavior	--suppress-errors	-	Suppress errors found in the input files
pyrefly	check	Config Overrides	--check-unannotated-defs	[=<CHECK_UNANNOTATED_DEFS>]	Whether to type check the bodies of unannotated function definitions
pyrefly	check	Config Overrides	--conda-environment	<CONDA_ENVIRONMENT>	Use a specific Conda environment to query Python environment information, even if it isn't
pyrefly	check	Config Overrides	--disable-project-excludes-heuristics	[=<DISABLE_PROJECT_EXCLUDES_HEURISTICS>]	Configures Pyrefly to replace `project-excludes` fully rather than append whatever is in
pyrefly	check	Config Overrides	--disable-search-path-heuristics	[=<DISABLE_SEARCH_PATH_HEURISTICS>]	Disable Pyrefly default heuristics, specifically those around constructing a modified
pyrefly	check	Config Overrides	--enable-fallback-search-path	[=<ENABLE_FALLBACK_SEARCH_PATH>]	Enable walk-up fallback search paths, where Pyrefly walks up from each importing file's
pyrefly	check	Config Overrides	--enabled-ignores	<ENABLED_IGNORES>	Respect ignore directives from only these tools. Can be passed multiple times or as a
pyrefly	check	Config Overrides	--error	<ERROR>	Force this rule to emit an error. Can be passed multiple times or as a comma-separated
pyrefly	check	Config Overrides	--fallback-python-interpreter-name	<COMMAND>	The Python executable name available on your PATH that will be queried for your
pyrefly	check	Config Overrides	--ignore	<IGNORE>	Do not emit diagnostics for this rule. Can be passed multiple times or as a
pyrefly	check	Config Overrides	--ignore-errors-in-generated-code	[=<IGNORE_ERRORS_IN_GENERATED_CODE>]	Whether to ignore type errors in generated code
pyrefly	check	Config Overrides	--ignore-missing-imports	<IGNORE_MISSING_IMPORTS>	If the specified imported module can't be found, replace it with typing.Any, suppressing
