annotate_snippets::level::ERROR	constant	ruff_annotate_snippets	api/annotate_snippets.level.md	1	0	Default `error:` [`Level`]
annotate_snippets::level::HELP	constant	ruff_annotate_snippets	api/annotate_snippets.level.md	1	0	Default `help:` [`Level`]
annotate_snippets::level::INFO	constant	ruff_annotate_snippets	api/annotate_snippets.level.md	1	0	Default `info:` [`Level`]
annotate_snippets::level::Level	struct	ruff_annotate_snippets	api/annotate_snippets.level.md	2	10	Severity level for [`Title`]s and [`Message`]s
annotate_snippets::level::NOTE	constant	ruff_annotate_snippets	api/annotate_snippets.level.md	1	0	Default `note:` [`Level`]
annotate_snippets::level::WARNING	constant	ruff_annotate_snippets	api/annotate_snippets.level.md	1	0	Default `warning:` [`Level`]
annotate_snippets::normalize_untrusted_str	function	ruff_annotate_snippets	api/annotate_snippets.md	1	0	Normalize the string to avoid any unicode control characters.
annotate_snippets::renderer::DEFAULT_ADDITION_STYLE	constant	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	0	[`Renderer::addition`] applied by [`Renderer::styled`]
annotate_snippets::renderer::DEFAULT_CONTEXT_STYLE	constant	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	0	[`Renderer::context`] applied by [`Renderer::styled`]
annotate_snippets::renderer::DEFAULT_EMPHASIS_STYLE	constant	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	0	[`Renderer::emphasis`] applied by [`Renderer::styled`]
annotate_snippets::renderer::DEFAULT_ERROR_STYLE	constant	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	0	[`Renderer::error`] applied by [`Renderer::styled`]
annotate_snippets::renderer::DEFAULT_HELP_STYLE	constant	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	0	[`Renderer::help`] applied by [`Renderer::styled`]
annotate_snippets::renderer::DEFAULT_INFO_STYLE	constant	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	0	[`Renderer::info`] applied by [`Renderer::styled`]
annotate_snippets::renderer::DEFAULT_LINE_NUM_STYLE	constant	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	0	[`Renderer::line_num`] applied by [`Renderer::styled`]
annotate_snippets::renderer::DEFAULT_NONE_STYLE	constant	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	0	[`Renderer::none`] applied by [`Renderer::styled`]
annotate_snippets::renderer::DEFAULT_NOTE_STYLE	constant	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	0	[`Renderer::note`] applied by [`Renderer::styled`]
annotate_snippets::renderer::DEFAULT_REMOVAL_STYLE	constant	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	0	[`Renderer::removal`] applied by [`Renderer::styled`]
annotate_snippets::renderer::DEFAULT_TERM_WIDTH	constant	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	0	See [`Renderer::term_width`]
annotate_snippets::renderer::DEFAULT_WARNING_STYLE	constant	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	0	[`Renderer::warning`] applied by [`Renderer::styled`]
annotate_snippets::renderer::DecorStyle	enum	ruff_annotate_snippets	api/annotate_snippets.renderer.md	1	3	The character set for rendering for decor
